,username1,username2,link1,link2,comparison_type,ssim,features2d,stage,link1_change,link2_change,ssim_exp
5443,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/RafaelCruz15/webapp_phase4/index.html,http://www.ironhacks.com/preview/RafaelCruz15/webapp_phase5/index.html,simple,60.5,42.5,4,RafaelCruz15,RafaelCruz15,39.5
5470,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/adcorredorm/webapp_phase4/index.html,http://www.ironhacks.com/preview/adcorredorm/webapp_phase5/index.html,simple,100.0,100.0,4,adcorredorm,adcorredorm,0.0
5497,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/alebautis/webapp_phase4/index.html,http://www.ironhacks.com/preview/alebautis/webapp_phase5/index.html,simple,100.0,100.0,4,alebautis,alebautis,0.0
5524,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/ayperezc/webapp_phase4/index.html,http://www.ironhacks.com/preview/ayperezc/webapp_phase5/index.html,simple,100.0,100.0,4,ayperezc,ayperezc,0.0
5551,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/bfprietoc/webapp_phase4/index.html,http://www.ironhacks.com/preview/bfprietoc/webapp_phase5/index.html,simple,100.0,100.0,4,bfprietoc,bfprietoc,0.0
5578,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/biherrerap/webapp_phase4/index.html,http://www.ironhacks.com/preview/biherrerap/webapp_phase5/index.html,simple,60.1,100.0,4,biherrerap,biherrerap,39.9
5605,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/dahrojasca/webapp_phase4/index.html,http://www.ironhacks.com/preview/dahrojasca/webapp_phase5/index.html,simple,12.5,100.0,4,dahrojasca,dahrojasca,87.5
5632,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/davideperdomo/webapp_phase4/index.html,http://www.ironhacks.com/preview/davideperdomo/webapp_phase5/index.html,simple,88.7,100.0,4,davideperdomo,davideperdomo,11.299999999999997
5659,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/frnkbs/webapp_phase4/index.html,http://www.ironhacks.com/preview/frnkbs/webapp_phase5/index.html,simple,98.2,100.0,4,frnkbs,frnkbs,1.7999999999999972
5686,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/gahormigag/webapp_phase4/index.html,http://www.ironhacks.com/preview/gahormigag/webapp_phase5/index.html,simple,100.0,100.0,4,gahormigag,gahormigag,0.0
5713,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/gimg1859/webapp_phase4/index.html,http://www.ironhacks.com/preview/gimg1859/webapp_phase5/index.html,simple,32.8,100.0,4,gimg1859,gimg1859,67.2
5740,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/ironhacktech2/webapp_phase4/index.html,http://www.ironhacks.com/preview/ironhacktech2/webapp_phase5/index.html,simple,86.9,100.0,4,ironhacktech2,ironhacktech2,13.099999999999994
5767,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/jannMorenoJ/webapp_phase4/index.html,http://www.ironhacks.com/preview/jannMorenoJ/webapp_phase5/index.html,simple,100.0,100.0,4,jannMorenoJ,jannMorenoJ,0.0
5794,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/jdgaitanf/webapp_phase4/index.html,http://www.ironhacks.com/preview/jdgaitanf/webapp_phase5/index.html,simple,41.0,100.0,4,jdgaitanf,jdgaitanf,59.0
5821,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/nikolasto/webapp_phase4/index.html,http://www.ironhacks.com/preview/nikolasto/webapp_phase5/index.html,simple,100.0,100.0,4,nikolasto,nikolasto,0.0
5848,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/pahigueraf/webapp_phase4/index.html,http://www.ironhacks.com/preview/pahigueraf/webapp_phase5/index.html,simple,96.6,100.0,4,pahigueraf,pahigueraf,3.4000000000000057
5875,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/sarguellesr/webapp_phase4/index.html,http://www.ironhacks.com/preview/sarguellesr/webapp_phase5/index.html,simple,100.0,100.0,4,sarguellesr,sarguellesr,0.0
5902,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/uxjudges1/webapp_phase4/index.html,http://www.ironhacks.com/preview/uxjudges1/webapp_phase5/index.html,simple,100.0,100.0,4,uxjudges1,uxjudges1,0.0
5929,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/uxjudges/webapp_phase4/index.html,http://www.ironhacks.com/preview/uxjudges/webapp_phase5/index.html,simple,100.0,100.0,4,uxjudges,uxjudges,0.0
5956,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/vvargasd/webapp_phase4/index.html,http://www.ironhacks.com/preview/vvargasd/webapp_phase5/index.html,simple,100.0,100.0,4,vvargasd,vvargasd,0.0
