,link1_change,link2_change,ssim_exp,stage,comparison_type
75,jsalcinar,jsalcinar,18.400000000000006,1,complete
76,jssanchezo,jssanchezo,0.0,1,complete
77,nviverosb,nviverosb,0.7999999999999972,1,complete
78,olimita,olimita,67.6,1,complete
79,sebcamacho1703,sebcamacho1703,55.5,1,complete
80,serbatero,serbatero,69.6,1,complete
81,xFortich,xFortich,37.4,1,complete
82,yaochoal,yaochoal,13.5,1,complete
83,Alekzu,Alekzu,73.1,2,complete
84,Anvido,Anvido,81.3,2,complete
85,Biopeligro,Biopeligro,59.5,2,complete
86,Caadiazsi,Caadiazsi,55.0,2,complete
87,DavidsMartinez,DavidsMartinez,0.0,2,complete
88,DiegoAraque1207,DiegoAraque1207,71.8,2,complete
89,GabrielUnal,GabrielUnal,61.2,2,complete
90,Gavnic,Gavnic,63.5,2,complete
91,Gusgal03,Gusgal03,53.1,2,complete
92,Joacampora,Joacampora,25.099999999999994,2,complete
93,Juankmilo97,Juankmilo97,82.1,2,complete
94,Jufcardenasmo,Jufcardenasmo,51.4,2,complete
95,Ozai98,Ozai98,80.9,2,complete
96,Sariilan,Sariilan,0.0,2,complete
97,bsdiaza,bsdiaza,66.0,2,complete
98,casc3798,casc3798,4.099999999999994,2,complete
99,diefrodriguezcha,diefrodriguezcha,14.5,2,complete
100,facuellarg,facuellarg,72.4,2,complete
101,federgolo,federgolo,71.5,2,complete
102,garayf,garayf,0.0,2,complete
103,jaleonro,jaleonro,0.5999999999999943,2,complete
104,jsalcinar,jsalcinar,25.700000000000003,2,complete
105,jssanchezo,jssanchezo,0.0,2,complete
106,nviverosb,nviverosb,0.0,2,complete
107,olimita,olimita,1.5999999999999943,2,complete
108,sebcamacho1703,sebcamacho1703,88.6,2,complete
109,serbatero,serbatero,0.5999999999999943,2,complete
110,xFortich,xFortich,6.200000000000003,2,complete
111,yaochoal,yaochoal,1.7000000000000028,2,complete
112,Alekzu,Alekzu,92.8,3,complete
113,Anvido,Anvido,0.09999999999999432,3,complete
114,Biopeligro,Biopeligro,0.0,3,complete
115,Caadiazsi,Caadiazsi,0.0,3,complete
116,DavidsMartinez,DavidsMartinez,0.0,3,complete
117,DiegoAraque1207,DiegoAraque1207,0.29999999999999716,3,complete
118,GabrielUnal,GabrielUnal,0.0,3,complete
119,Gavnic,Gavnic,65.5,3,complete
120,Gusgal03,Gusgal03,0.0,3,complete
121,Joacampora,Joacampora,74.8,3,complete
122,Juankmilo97,Juankmilo97,0.9000000000000057,3,complete
123,Jufcardenasmo,Jufcardenasmo,51.4,3,complete
124,Ozai98,Ozai98,13.900000000000006,3,complete
125,Sariilan,Sariilan,0.0,3,complete
126,bsdiaza,bsdiaza,73.4,3,complete
127,casc3798,casc3798,0.0,3,complete
128,diefrodriguezcha,diefrodriguezcha,17.400000000000006,3,complete
129,facuellarg,facuellarg,72.4,3,complete
130,federgolo,federgolo,19.099999999999994,3,complete
131,garayf,garayf,0.20000000000000284,3,complete
132,jaleonro,jaleonro,13.799999999999997,3,complete
133,jsalcinar,jsalcinar,9.299999999999997,3,complete
134,jssanchezo,jssanchezo,0.0,3,complete
135,nviverosb,nviverosb,0.29999999999999716,3,complete
136,olimita,olimita,4.400000000000006,3,complete
137,sebcamacho1703,sebcamacho1703,40.1,3,complete
138,serbatero,serbatero,0.0,3,complete
139,xFortich,xFortich,32.900000000000006,3,complete
140,yaochoal,yaochoal,0.29999999999999716,3,complete
141,Alekzu,Alekzu,71.2,4,complete
142,Anvido,Anvido,0.0,4,complete
143,Biopeligro,Biopeligro,90.3,4,complete
144,Caadiazsi,Caadiazsi,0.0,4,complete
145,DavidsMartinez,DavidsMartinez,0.0,4,complete
146,DiegoAraque1207,DiegoAraque1207,12.700000000000003,4,complete
147,GabrielUnal,GabrielUnal,54.9,4,complete
148,Gavnic,Gavnic,68.4,4,complete
149,Gusgal03,Gusgal03,0.0,4,complete
150,Joacampora,Joacampora,6.299999999999997,4,complete
151,Juankmilo97,Juankmilo97,15.599999999999994,4,complete
152,Jufcardenasmo,Jufcardenasmo,75.9,4,complete
153,Ozai98,Ozai98,0.0,4,complete
154,Sariilan,Sariilan,0.0,4,complete
155,bsdiaza,bsdiaza,14.599999999999994,4,complete
156,casc3798,casc3798,52.4,4,complete
157,diefrodriguezcha,diefrodriguezcha,73.5,4,complete
158,facuellarg,facuellarg,0.0,4,complete
159,federgolo,federgolo,8.5,4,complete
160,garayf,garayf,0.0,4,complete
161,jaleonro,jaleonro,15.200000000000003,4,complete
162,jsalcinar,jsalcinar,13.799999999999997,4,complete
163,jssanchezo,jssanchezo,0.0,4,complete
164,nviverosb,nviverosb,0.9000000000000057,4,complete
165,olimita,olimita,1.7000000000000028,4,complete
166,sebcamacho1703,sebcamacho1703,19.099999999999994,4,complete
167,serbatero,serbatero,58.5,4,complete
168,xFortich,xFortich,0.09999999999999432,4,complete
169,yaochoal,yaochoal,0.7000000000000028,4,complete
