,username,stage,dist_search_novel,type,dist_search_vis,dist_search_data
549,whipplem123,4,0.0,maps,0.01,0.0
550,whipplem123,4,0.0,maps,0.01,0.0
551,RCODI,4,0.0,charts,0.242,0.0
552,RCODI,4,0.0,charts,0.242,0.0
553,CampbellC2,4,0.0,complete,0.449,0.0
554,CampbellC2,4,0.0,complete,0.449,0.0
555,Ilyumzhinov,4,0.0,complete,0.01,0.0
556,Ilyumzhinov,4,0.0,complete,0.01,0.0
557,Jordan-Loeser,4,0.0,complete,0.001,0.0
558,Jordan-Loeser,4,0.0,complete,0.001,0.0
559,LukasMMarinovic,4,0.0,complete,0.281,0.0
560,LukasMMarinovic,4,0.0,complete,0.281,0.0
561,RCODI,4,0.0,complete,0.242,0.0
562,RCODI,4,0.0,complete,0.242,0.0
563,SionHu,4,0.0,complete,0.01,0.0
564,SionHu,4,0.0,complete,0.01,0.0
565,bzin22,4,0.0,complete,0.063,0.0
566,bzin22,4,0.0,complete,0.063,0.0
567,ecottle,4,0.0,complete,0.01,0.0
568,ecottle,4,0.0,complete,0.01,0.0
569,hihms,4,0.0,complete,0.005,0.0
570,hihms,4,0.0,complete,0.005,0.0
571,jmamaril25,4,0.0,complete,0.199,0.0
572,jmamaril25,4,0.0,complete,0.199,0.0
573,laurarotger,4,0.0,complete,0.01,0.0
574,laurarotger,4,0.0,complete,0.01,0.0
575,laurenjank,4,0.0,complete,0.134,0.0
576,laurenjank,4,0.0,complete,0.134,0.0
577,lennwgs,4,0.0,complete,0.01,0.0
578,lennwgs,4,0.0,complete,0.01,0.0
579,littlex2015,4,0.0,complete,0.01,0.0
580,littlex2015,4,0.0,complete,0.01,0.0
581,matson3,4,0.0,complete,0.1,0.0
582,matson3,4,0.0,complete,0.1,0.0
583,mdecloedt,4,0.0,complete,0.109,0.0
584,mdecloedt,4,0.0,complete,0.109,0.0
585,nbraunec,4,0.0,complete,0.527,0.0
586,nbraunec,4,0.0,complete,0.527,0.0
587,noah-curran,4,0.0,complete,0.128,0.0
588,noah-curran,4,0.0,complete,0.128,0.0
589,sanjitsama,4,0.0,complete,0.544,0.0
590,sanjitsama,4,0.0,complete,0.544,0.0
591,shivans,4,0.0,complete,0.01,0.0
592,shivans,4,0.0,complete,0.01,0.0
593,snugghash,4,0.0,complete,0.748,0.0
594,snugghash,4,0.0,complete,0.748,0.0
595,viswapurdue,4,0.0,complete,0.001,0.0
596,viswapurdue,4,0.0,complete,0.001,0.0
597,whipplem123,4,0.0,complete,0.013,0.0
598,whipplem123,4,0.0,complete,0.013,0.0
599,CampbellC2,4,0.0,simple,0.449,0.0
600,CampbellC2,4,0.0,simple,0.449,0.0
601,Ilyumzhinov,4,0.0,simple,0.01,0.0
602,Ilyumzhinov,4,0.0,simple,0.01,0.0
603,LukasMMarinovic,4,0.0,simple,0.281,0.0
604,LukasMMarinovic,4,0.0,simple,0.281,0.0
605,SionHu,4,0.0,simple,0.01,0.0
606,SionHu,4,0.0,simple,0.01,0.0
607,bzin22,4,0.0,simple,0.063,0.0
608,bzin22,4,0.0,simple,0.063,0.0
609,ecottle,4,0.0,simple,0.01,0.0
610,ecottle,4,0.0,simple,0.01,0.0
611,hihms,4,0.0,simple,0.01,0.0
612,hihms,4,0.0,simple,0.01,0.0
613,jmamaril25,4,0.0,simple,0.161,0.0
614,jmamaril25,4,0.0,simple,0.161,0.0
615,laurarotger,4,0.0,simple,0.01,0.0
616,laurarotger,4,0.0,simple,0.01,0.0
617,laurenjank,4,0.0,simple,0.132,0.0
618,laurenjank,4,0.0,simple,0.132,0.0
619,lennwgs,4,0.0,simple,0.01,0.0
620,lennwgs,4,0.0,simple,0.01,0.0
621,littlex2015,4,0.0,simple,0.01,0.0
622,littlex2015,4,0.0,simple,0.01,0.0
623,matson3,4,0.0,simple,0.001,0.0
624,matson3,4,0.0,simple,0.001,0.0
625,mdecloedt,4,0.0,simple,0.109,0.0
626,mdecloedt,4,0.0,simple,0.109,0.0
627,nbraunec,4,0.0,simple,0.527,0.0
628,nbraunec,4,0.0,simple,0.527,0.0
629,noah-curran,4,0.0,simple,0.092,0.0
630,noah-curran,4,0.0,simple,0.092,0.0
631,sanjitsama,4,0.0,simple,0.544,0.0
632,sanjitsama,4,0.0,simple,0.544,0.0
633,shivans,4,0.0,simple,0.01,0.0
634,shivans,4,0.0,simple,0.01,0.0
635,viswapurdue,4,0.0,simple,0.002,0.0
636,viswapurdue,4,0.0,simple,0.002,0.0
637,whipplem123,4,0.0,simple,0.013,0.0
638,whipplem123,4,0.0,simple,0.013,0.0
639,FredyRosero,1,0.0,maps,0.96,0.0
640,LauraMolina,1,0.0,maps,0.728,0.0
641,RafaelCruz15,1,0.0,maps,0.788,0.0
642,davideperdomo,1,0.0,maps,0.734,0.0
643,jannMorenoJ,1,0.0,maps,0.563,0.0
644,pahigueraf,1,0.0,maps,0.764,0.0
645,Acreed21,1,0.0,complete,0.713,0.0
646,Camiioo,1,0.0,complete,0.507,0.0
647,FredyRosero,1,0.0,complete,0.96,0.0
648,JamerMejiaGarcia,1,0.0,complete,0.607,0.0
649,Jfcastroh,1,0.0,complete,0.01,0.0
650,LauraMolina,1,0.0,complete,0.642,0.0
651,RafaelCruz15,1,0.0,complete,0.678,0.0
652,adcorredorm,1,0.0,complete,0.627,0.0
653,alebautis,1,0.0,complete,0.01,0.0
654,ayperezc,1,0.0,complete,0.479,0.0
655,bfprietoc,1,0.0,complete,0.01,0.0
656,biherrerap,1,0.0,complete,0.883,0.0
657,dahrojasca,1,0.0,complete,0.84,0.0
658,davideperdomo,1,0.0,complete,0.561,0.0
659,frnkbs,1,0.0,complete,0.439,0.0
660,gahormigag,1,0.0,complete,0.01,0.0
661,ironhacktech2,1,0.0,complete,0.01,0.0
662,jannMorenoJ,1,0.0,complete,0.049,0.0
663,jdgaitanf,1,0.0,complete,0.942,0.0
664,nikolasto,1,0.0,complete,0.58,0.0
665,pahigueraf,1,0.0,complete,0.659,0.0
666,sarguellesr,1,0.0,complete,0.724,0.0
667,uxjudges1,1,0.0,complete,0.985,0.0
668,uxjudges,1,0.0,complete,0.01,0.0
669,vvargasd,1,0.0,complete,0.01,0.0
670,Acreed21,1,0.0,simple,0.588,0.0
671,Camiioo,1,0.0,simple,0.539,0.0
672,FredyRosero,1,0.0,simple,0.01,0.0
673,JamerMejiaGarcia,1,0.0,simple,0.654,0.0
674,Jfcastroh,1,0.0,simple,0.01,0.0
675,LauraMolina,1,0.0,simple,0.477,0.0
676,RafaelCruz15,1,0.0,simple,0.32,0.0
677,adcorredorm,1,0.0,simple,0.416,0.0
678,alebautis,1,0.0,simple,0.01,0.0
679,ayperezc,1,0.0,simple,0.39,0.0
680,bfprietoc,1,0.0,simple,0.01,0.0
681,biherrerap,1,0.0,simple,0.938,0.0
682,dahrojasca,1,0.0,simple,0.84,0.0
683,davideperdomo,1,0.0,simple,0.326,0.0
684,frnkbs,1,0.0,simple,0.439,0.0
685,gahormigag,1,0.0,simple,0.01,0.0
686,ironhacktech2,1,0.0,simple,0.01,0.0
687,jannMorenoJ,1,0.0,simple,0.011,0.0
688,jdgaitanf,1,0.0,simple,0.657,0.0
689,nikolasto,1,0.0,simple,0.566,0.0
690,pahigueraf,1,0.0,simple,0.01,0.0
691,sarguellesr,1,0.0,simple,0.824,0.0
692,uxjudges1,1,0.0,simple,0.985,0.0
693,uxjudges,1,0.0,simple,0.01,0.0
694,vvargasd,1,0.0,simple,0.01,0.0
695,FredyRosero,2,0.0,maps,0.945,0.0
696,JamerMejiaGarcia,2,0.0,maps,0.01,0.0
697,LauraMolina,2,0.0,maps,0.01,0.0
698,RafaelCruz15,2,0.0,maps,0.809,0.0
699,adcorredorm,2,0.0,maps,0.01,0.0
700,ayperezc,2,0.0,maps,0.01,0.0
701,gimg1859,2,0.0,maps,0.613,0.0
702,jdgaitanf,2,0.0,maps,0.51,0.0
703,pahigueraf,2,0.0,maps,0.962,0.0
704,sarguellesr,2,0.0,maps,0.01,0.0
705,Acreed21,2,0.0,complete,0.01,0.0
706,Camiioo,2,0.0,complete,0.746,0.0
707,FredyRosero,2,0.0,complete,0.894,0.0
708,JamerMejiaGarcia,2,0.0,complete,0.01,0.0
709,Jfcastroh,2,0.0,complete,0.01,0.0
710,LauraMolina,2,0.0,complete,0.01,0.0
711,RafaelCruz15,2,0.0,complete,0.341,0.0
712,adcorredorm,2,0.0,complete,0.01,0.0
713,alebautis,2,0.0,complete,0.01,0.0
714,ayperezc,2,0.0,complete,0.01,0.0
715,bfprietoc,2,0.0,complete,0.01,0.0
716,biherrerap,2,0.0,complete,0.01,0.0
717,dahrojasca,2,0.0,complete,0.579,0.0
718,davideperdomo,2,0.0,complete,0.408,0.0
719,frnkbs,2,0.0,complete,0.439,0.0
720,gahormigag,2,0.0,complete,0.01,0.0
721,gimg1859,2,0.0,complete,0.549,0.0
722,ironhacktech2,2,0.0,complete,0.01,0.0
723,jannMorenoJ,2,0.0,complete,0.719,0.0
724,jdgaitanf,2,0.0,complete,0.57,0.0
725,nikolasto,2,0.0,complete,0.419,0.0
726,pahigueraf,2,0.0,complete,0.647,0.0
727,sarguellesr,2,0.0,complete,0.19,0.0
728,uxjudges1,2,0.0,complete,0.01,0.0
729,uxjudges,2,0.0,complete,0.01,0.0
730,vvargasd,2,0.0,complete,0.01,0.0
731,Acreed21,2,0.0,simple,0.001,0.0
732,Camiioo,2,0.0,simple,0.539,0.0
733,FredyRosero,2,0.0,simple,0.662,0.0
734,JamerMejiaGarcia,2,0.0,simple,0.01,0.0
735,Jfcastroh,2,0.0,simple,0.01,0.0
736,LauraMolina,2,0.0,simple,0.01,0.0
737,RafaelCruz15,2,0.0,simple,0.098,0.0
738,adcorredorm,2,0.0,simple,0.01,0.0
739,alebautis,2,0.0,simple,0.01,0.0
740,ayperezc,2,0.0,simple,0.01,0.0
741,bfprietoc,2,0.0,simple,0.01,0.0
742,biherrerap,2,0.0,simple,0.01,0.0
743,dahrojasca,2,0.0,simple,0.579,0.0
744,frnkbs,2,0.0,simple,0.439,0.0
745,gahormigag,2,0.0,simple,0.01,0.0
746,gimg1859,2,0.0,simple,0.01,0.0
747,ironhacktech2,2,0.0,simple,0.01,0.0
748,jannMorenoJ,2,0.0,simple,0.719,0.0
749,jdgaitanf,2,0.0,simple,0.505,0.0
750,nikolasto,2,0.0,simple,0.28,0.0
751,pahigueraf,2,0.0,simple,0.461,0.0
752,sarguellesr,2,0.0,simple,0.137,0.0
753,uxjudges1,2,0.0,simple,0.01,0.0
754,uxjudges,2,0.0,simple,0.01,0.0
755,vvargasd,2,0.0,simple,0.01,0.0
756,Acreed21,3,0.0,maps,0.01,0.0
757,Camiioo,3,0.0,maps,0.637,0.0
758,FredyRosero,3,0.0,maps,0.007,0.0
759,JamerMejiaGarcia,3,0.0,maps,0.01,0.0
760,LauraMolina,3,0.0,maps,0.01,0.0
761,RafaelCruz15,3,0.0,maps,0.01,0.0
762,adcorredorm,3,0.0,maps,0.01,0.0
763,ayperezc,3,0.0,maps,0.722,0.0
764,biherrerap,3,0.0,maps,0.01,0.0
765,gimg1859,3,0.0,maps,0.01,0.0
766,pahigueraf,3,0.0,maps,0.01,0.0
767,sarguellesr,3,0.0,maps,0.01,0.0
768,pahigueraf,3,0.0,charts,0.01,0.0
769,Acreed21,3,0.0,complete,0.002,0.0
770,Camiioo,3,0.0,complete,0.636,0.0
771,FredyRosero,3,0.0,complete,0.149,0.0
772,JamerMejiaGarcia,3,0.0,complete,0.01,0.0
773,Jfcastroh,3,0.0,complete,0.707,0.0
774,LauraMolina,3,0.0,complete,0.084,0.0
775,RafaelCruz15,3,0.0,complete,0.01,0.0
776,adcorredorm,3,0.0,complete,0.01,0.0
777,alebautis,3,0.0,complete,0.01,0.0
778,ayperezc,3,0.0,complete,0.18,0.0
779,bfprietoc,3,0.0,complete,0.01,0.0
780,biherrerap,3,0.0,complete,0.662,0.0
781,dahrojasca,3,0.0,complete,0.579,0.0
782,davideperdomo,3,0.0,complete,0.272,0.0
783,frnkbs,3,0.0,complete,0.257,0.0
784,gahormigag,3,0.0,complete,0.01,0.0
785,gimg1859,3,0.0,complete,0.01,0.0
786,ironhacktech2,3,0.0,complete,0.131,0.0
787,jannMorenoJ,3,0.0,complete,0.01,0.0
788,jdgaitanf,3,0.0,complete,0.59,0.0
789,nikolasto,3,0.0,complete,0.671,0.0
790,pahigueraf,3,0.0,complete,0.01,0.0
791,sarguellesr,3,0.0,complete,0.01,0.0
792,uxjudges1,3,0.0,complete,0.01,0.0
793,uxjudges,3,0.0,complete,0.01,0.0
794,vvargasd,3,0.0,complete,0.01,0.0
795,Acreed21,3,0.0,simple,0.002,0.0
796,Camiioo,3,0.0,simple,0.01,0.0
797,FredyRosero,3,0.0,simple,0.068,0.0
798,JamerMejiaGarcia,3,0.0,simple,0.01,0.0
799,Jfcastroh,3,0.0,simple,0.536,0.0
800,LauraMolina,3,0.0,simple,0.01,0.0
801,RafaelCruz15,3,0.0,simple,0.01,0.0
802,adcorredorm,3,0.0,simple,0.01,0.0
803,alebautis,3,0.0,simple,0.01,0.0
804,ayperezc,3,0.0,simple,0.042,0.0
805,bfprietoc,3,0.0,simple,0.01,0.0
806,biherrerap,3,0.0,simple,0.662,0.0
807,dahrojasca,3,0.0,simple,0.579,0.0
808,frnkbs,3,0.0,simple,0.724,0.0
809,gahormigag,3,0.0,simple,0.01,0.0
810,gimg1859,3,0.0,simple,0.642,0.0
811,ironhacktech2,3,0.0,simple,0.131,0.0
812,jannMorenoJ,3,0.0,simple,0.01,0.0
813,jdgaitanf,3,0.0,simple,0.59,0.0
814,nikolasto,3,0.0,simple,0.671,0.0
815,pahigueraf,3,0.0,simple,0.01,0.0
816,sarguellesr,3,0.0,simple,0.01,0.0
817,uxjudges1,3,0.0,simple,0.01,0.0
818,uxjudges,3,0.0,simple,0.01,0.0
819,vvargasd,3,0.0,simple,0.01,0.0
820,FredyRosero,4,0.0,maps,0.006,0.0
821,JamerMejiaGarcia,4,0.0,maps,0.01,0.0
822,Jfcastroh,4,0.0,maps,0.01,0.0
823,LauraMolina,4,0.0,maps,0.01,0.0
824,RafaelCruz15,4,0.0,maps,0.81,0.0
825,adcorredorm,4,0.0,maps,0.742,0.0
826,ayperezc,4,0.0,maps,0.01,0.0
827,biherrerap,4,0.0,maps,0.01,0.0
828,davideperdomo,4,0.0,maps,0.011,0.0
829,frnkbs,4,0.0,maps,0.72,0.0
830,pahigueraf,4,0.0,maps,0.742,0.0
831,sarguellesr,4,0.0,maps,0.01,0.0
832,Acreed21,4,0.0,complete,0.664,0.0
833,Camiioo,4,0.0,complete,0.539,0.0
834,FredyRosero,4,0.0,complete,0.494,0.0
835,JamerMejiaGarcia,4,0.0,complete,0.01,0.0
836,Jfcastroh,4,0.0,complete,0.01,0.0
837,LauraMolina,4,0.0,complete,0.085,0.0
838,RafaelCruz15,4,0.0,complete,0.539,0.0
839,adcorredorm,4,0.0,complete,0.323,0.0
840,alebautis,4,0.0,complete,0.01,0.0
841,ayperezc,4,0.0,complete,0.01,0.0
842,bfprietoc,4,0.0,complete,0.01,0.0
843,biherrerap,4,0.0,complete,0.119,0.0
844,dahrojasca,4,0.0,complete,0.875,0.0
845,davideperdomo,4,0.0,complete,0.242,0.0
846,frnkbs,4,0.0,complete,0.348,0.0
847,gahormigag,4,0.0,complete,0.01,0.0
848,gimg1859,4,0.0,complete,0.672,0.0
849,ironhacktech2,4,0.0,complete,0.131,0.0
850,jannMorenoJ,4,0.0,complete,0.01,0.0
851,jdgaitanf,4,0.0,complete,0.59,0.0
852,nikolasto,4,0.0,complete,0.01,0.0
853,pahigueraf,4,0.0,complete,0.304,0.0
854,sarguellesr,4,0.0,complete,0.01,0.0
855,uxjudges1,4,0.0,complete,0.01,0.0
856,uxjudges,4,0.0,complete,0.01,0.0
857,vvargasd,4,0.0,complete,0.01,0.0
858,Acreed21,4,0.0,simple,0.585,0.0
859,Camiioo,4,0.0,simple,0.295,0.0
860,FredyRosero,4,0.0,simple,0.076,0.0
861,JamerMejiaGarcia,4,0.0,simple,0.01,0.0
862,Jfcastroh,4,0.0,simple,0.01,0.0
863,LauraMolina,4,0.0,simple,0.093,0.0
864,RafaelCruz15,4,0.0,simple,0.395,0.0
865,adcorredorm,4,0.0,simple,0.01,0.0
866,alebautis,4,0.0,simple,0.01,0.0
867,ayperezc,4,0.0,simple,0.01,0.0
868,bfprietoc,4,0.0,simple,0.01,0.0
869,biherrerap,4,0.0,simple,0.399,0.0
870,dahrojasca,4,0.0,simple,0.875,0.0
871,davideperdomo,4,0.0,simple,0.113,0.0
872,frnkbs,4,0.0,simple,0.018,0.0
873,gahormigag,4,0.0,simple,0.01,0.0
874,gimg1859,4,0.0,simple,0.672,0.0
875,ironhacktech2,4,0.0,simple,0.131,0.0
876,jannMorenoJ,4,0.0,simple,0.01,0.0
877,jdgaitanf,4,0.0,simple,0.59,0.0
878,nikolasto,4,0.0,simple,0.01,0.0
879,pahigueraf,4,0.0,simple,0.034,0.0
880,sarguellesr,4,0.0,simple,0.01,0.0
881,uxjudges1,4,0.0,simple,0.01,0.0
882,uxjudges,4,0.0,simple,0.01,0.0
883,vvargasd,4,0.0,simple,0.01,0.0
884,Caadiazsi,1,0.0,maps,0.01,0.0
885,Joacampora,1,0.0,maps,0.626,0.0
886,Juankmilo97,1,0.0,maps,0.726,0.0
887,casc3798,1,0.0,maps,0.827,0.0
888,diefrodriguezcha,1,0.0,maps,0.01,0.0
889,federgolo,1,0.0,maps,0.01,0.0
890,jaleonro,1,0.0,maps,0.756,0.0
891,jsalcinar,1,0.0,maps,0.738,0.0
892,nviverosb,1,0.0,maps,0.01,0.0
893,olimita,1,0.0,maps,0.726,0.0
894,serbatero,1,0.0,maps,0.798,0.0
895,yaochoal,1,0.0,maps,0.01,0.0
896,Alekzu,1,0.0,complete,0.01,0.0
897,Anvido,1,0.0,complete,0.266,0.0
898,Biopeligro,1,0.0,complete,0.595,0.0
899,Caadiazsi,1,0.0,complete,0.01,0.0
900,DavidsMartinez,1,0.0,complete,0.488,0.0
901,DiegoAraque1207,1,0.0,complete,0.676,0.0
902,GabrielUnal,1,0.0,complete,0.01,0.0
903,Gavnic,1,0.0,complete,0.64,0.0
904,Gusgal03,1,0.0,complete,0.01,0.0
905,Joacampora,1,0.0,complete,0.183,0.0
906,Juankmilo97,1,0.0,complete,0.708,0.0
907,Jufcardenasmo,1,0.0,complete,0.801,0.0
908,Ozai98,1,0.0,complete,0.01,0.0
909,Sariilan,1,0.0,complete,0.01,0.0
910,bsdiaza,1,0.0,complete,0.01,0.0
911,casc3798,1,0.0,complete,0.881,0.0
912,diefrodriguezcha,1,0.0,complete,0.634,0.0
913,facuellarg,1,0.0,complete,0.725,0.0
914,federgolo,1,0.0,complete,0.089,0.0
915,garayf,1,0.0,complete,0.094,0.0
916,jaleonro,1,0.0,complete,0.163,0.0
917,jsalcinar,1,0.0,complete,0.184,0.0
918,jssanchezo,1,0.0,complete,0.01,0.0
919,nviverosb,1,0.0,complete,0.008,0.0
920,olimita,1,0.0,complete,0.676,0.0
921,sebcamacho1703,1,0.0,complete,0.555,0.0
922,serbatero,1,0.0,complete,0.696,0.0
923,xFortich,1,0.0,complete,0.374,0.0
924,yaochoal,1,0.0,complete,0.135,0.0
925,Alekzu,1,0.0,simple,0.01,0.0
926,Anvido,1,0.0,simple,0.266,0.0
927,Biopeligro,1,0.0,simple,0.595,0.0
928,Caadiazsi,1,0.0,simple,0.01,0.0
929,DavidsMartinez,1,0.0,simple,0.488,0.0
930,DiegoAraque1207,1,0.0,simple,0.676,0.0
931,GabrielUnal,1,0.0,simple,0.01,0.0
932,Gavnic,1,0.0,simple,0.64,0.0
933,Gusgal03,1,0.0,simple,0.01,0.0
934,Joacampora,1,0.0,simple,0.497,0.0
935,Juankmilo97,1,0.0,simple,0.555,0.0
936,Jufcardenasmo,1,0.0,simple,0.903,0.0
937,Ozai98,1,0.0,simple,0.01,0.0
938,Sariilan,1,0.0,simple,0.01,0.0
939,bsdiaza,1,0.0,simple,0.01,0.0
940,casc3798,1,0.0,simple,0.864,0.0
941,diefrodriguezcha,1,0.0,simple,0.603,0.0
942,facuellarg,1,0.0,simple,0.725,0.0
943,federgolo,1,0.0,simple,0.089,0.0
944,garayf,1,0.0,simple,0.024,0.0
945,jaleonro,1,0.0,simple,0.016,0.0
946,jsalcinar,1,0.0,simple,0.158,0.0
947,jssanchezo,1,0.0,simple,0.01,0.0
948,olimita,1,0.0,simple,0.117,0.0
949,sebcamacho1703,1,0.0,simple,0.893,0.0
950,serbatero,1,0.0,simple,0.345,0.0
951,xFortich,1,0.0,simple,0.038,0.0
952,yaochoal,1,0.0,simple,0.032,0.0
953,Joacampora,2,0.0,maps,0.716,0.0
954,Juankmilo97,2,0.0,maps,0.01,0.0
955,casc3798,2,0.0,maps,0.01,0.0
956,diefrodriguezcha,2,0.0,maps,0.15,0.0
957,federgolo,2,0.0,maps,0.79,0.0
958,jaleonro,2,0.0,maps,0.162,0.0
959,jsalcinar,2,0.0,maps,0.741,0.0
960,nviverosb,2,0.0,maps,0.01,0.0
961,olimita,2,0.0,maps,0.01,0.0
962,serbatero,2,0.0,maps,0.01,0.0
963,xFortich,2,0.0,maps,0.776,0.0
964,yaochoal,2,0.0,maps,0.01,0.0
965,Alekzu,2,0.0,complete,0.731,0.0
966,Anvido,2,0.0,complete,0.813,0.0
967,Biopeligro,2,0.0,complete,0.595,0.0
968,Caadiazsi,2,0.0,complete,0.55,0.0
969,DavidsMartinez,2,0.0,complete,0.01,0.0
970,DiegoAraque1207,2,0.0,complete,0.718,0.0
971,GabrielUnal,2,0.0,complete,0.612,0.0
972,Gavnic,2,0.0,complete,0.635,0.0
973,Gusgal03,2,0.0,complete,0.531,0.0
974,Joacampora,2,0.0,complete,0.251,0.0
975,Juankmilo97,2,0.0,complete,0.821,0.0
976,Jufcardenasmo,2,0.0,complete,0.514,0.0
977,Ozai98,2,0.0,complete,0.809,0.0
978,Sariilan,2,0.0,complete,0.01,0.0
979,bsdiaza,2,0.0,complete,0.66,0.0
980,casc3798,2,0.0,complete,0.041,0.0
981,diefrodriguezcha,2,0.0,complete,0.145,0.0
982,facuellarg,2,0.0,complete,0.724,0.0
983,federgolo,2,0.0,complete,0.715,0.0
984,garayf,2,0.0,complete,0.01,0.0
985,jaleonro,2,0.0,complete,0.006,0.0
986,jsalcinar,2,0.0,complete,0.257,0.0
987,jssanchezo,2,0.0,complete,0.01,0.0
988,nviverosb,2,0.0,complete,0.01,0.0
989,olimita,2,0.0,complete,0.016,0.0
990,sebcamacho1703,2,0.0,complete,0.886,0.0
991,serbatero,2,0.0,complete,0.006,0.0
992,xFortich,2,0.0,complete,0.062,0.0
993,yaochoal,2,0.0,complete,0.017,0.0
994,Alekzu,2,0.0,simple,0.731,0.0
995,Anvido,2,0.0,simple,0.813,0.0
996,Biopeligro,2,0.0,simple,0.595,0.0
997,Caadiazsi,2,0.0,simple,0.55,0.0
998,DavidsMartinez,2,0.0,simple,0.01,0.0
999,DiegoAraque1207,2,0.0,simple,0.718,0.0
1000,GabrielUnal,2,0.0,simple,0.612,0.0
1001,Gavnic,2,0.0,simple,0.635,0.0
1002,Gusgal03,2,0.0,simple,0.531,0.0
1003,Joacampora,2,0.0,simple,0.506,0.0
1004,Juankmilo97,2,0.0,simple,0.352,0.0
1005,Jufcardenasmo,2,0.0,simple,0.01,0.0
1006,Ozai98,2,0.0,simple,0.809,0.0
1007,Sariilan,2,0.0,simple,0.01,0.0
1008,bsdiaza,2,0.0,simple,0.66,0.0
1009,casc3798,2,0.0,simple,0.01,0.0
1010,diefrodriguezcha,2,0.0,simple,0.13,0.0
1011,facuellarg,2,0.0,simple,0.724,0.0
1012,federgolo,2,0.0,simple,0.678,0.0
1013,garayf,2,0.0,simple,0.01,0.0
1014,jaleonro,2,0.0,simple,0.006,0.0
1015,jsalcinar,2,0.0,simple,0.123,0.0
1016,jssanchezo,2,0.0,simple,0.01,0.0
1017,nviverosb,2,0.0,simple,0.01,0.0
1018,olimita,2,0.0,simple,0.016,0.0
1019,sebcamacho1703,2,0.0,simple,0.769,0.0
1020,serbatero,2,0.0,simple,0.006,0.0
1021,xFortich,2,0.0,simple,0.034,0.0
1022,yaochoal,2,0.0,simple,0.01,0.0
1023,DiegoAraque1207,3,0.0,maps,0.01,0.0
1024,GabrielUnal,3,0.0,maps,0.01,0.0
1025,Joacampora,3,0.0,maps,0.669,0.0
1026,Juankmilo97,3,0.0,maps,0.01,0.0
1027,bsdiaza,3,0.0,maps,0.704,0.0
1028,casc3798,3,0.0,maps,0.01,0.0
1029,diefrodriguezcha,3,0.0,maps,0.154,0.0
1030,federgolo,3,0.0,maps,0.778,0.0
1031,nviverosb,3,0.0,maps,0.01,0.0
1032,olimita,3,0.0,maps,0.01,0.0
1033,serbatero,3,0.0,maps,0.01,0.0
1034,yaochoal,3,0.0,maps,0.01,0.0
1035,Alekzu,3,0.0,complete,0.928,0.0
1036,Anvido,3,0.0,complete,0.001,0.0
1037,Biopeligro,3,0.0,complete,0.01,0.0
1038,Caadiazsi,3,0.0,complete,0.01,0.0
1039,DavidsMartinez,3,0.0,complete,0.01,0.0
1040,DiegoAraque1207,3,0.0,complete,0.003,0.0
1041,GabrielUnal,3,0.0,complete,0.01,0.0
1042,Gavnic,3,0.0,complete,0.655,0.0
1043,Gusgal03,3,0.0,complete,0.01,0.0
1044,Joacampora,3,0.0,complete,0.748,0.0
1045,Juankmilo97,3,0.0,complete,0.009,0.0
1046,Jufcardenasmo,3,0.0,complete,0.514,0.0
1047,Ozai98,3,0.0,complete,0.139,0.0
1048,Sariilan,3,0.0,complete,0.01,0.0
1049,bsdiaza,3,0.0,complete,0.734,0.0
1050,casc3798,3,0.0,complete,0.01,0.0
1051,diefrodriguezcha,3,0.0,complete,0.174,0.0
1052,facuellarg,3,0.0,complete,0.724,0.0
1053,federgolo,3,0.0,complete,0.191,0.0
1054,garayf,3,0.0,complete,0.002,0.0
1055,jaleonro,3,0.0,complete,0.138,0.0
1056,jsalcinar,3,0.0,complete,0.093,0.0
1057,jssanchezo,3,0.0,complete,0.01,0.0
1058,nviverosb,3,0.0,complete,0.003,0.0
1059,olimita,3,0.0,complete,0.044,0.0
1060,sebcamacho1703,3,0.0,complete,0.401,0.0
1061,serbatero,3,0.0,complete,0.01,0.0
1062,xFortich,3,0.0,complete,0.329,0.0
1063,yaochoal,3,0.0,complete,0.003,0.0
1064,Alekzu,3,0.0,simple,0.128,0.0
1065,Anvido,3,0.0,simple,0.001,0.0
1066,Biopeligro,3,0.0,simple,0.01,0.0
1067,Caadiazsi,3,0.0,simple,0.01,0.0
1068,DavidsMartinez,3,0.0,simple,0.01,0.0
1069,DiegoAraque1207,3,0.0,simple,0.003,0.0
1070,GabrielUnal,3,0.0,simple,0.01,0.0
1071,Gavnic,3,0.0,simple,0.644,0.0
1072,Gusgal03,3,0.0,simple,0.01,0.0
1073,Joacampora,3,0.0,simple,0.061,0.0
1074,Juankmilo97,3,0.0,simple,0.009,0.0
1075,Jufcardenasmo,3,0.0,simple,0.01,0.0
1076,Ozai98,3,0.0,simple,0.139,0.0
1077,Sariilan,3,0.0,simple,0.01,0.0
1078,bsdiaza,3,0.0,simple,0.673,0.0
1079,casc3798,3,0.0,simple,0.01,0.0
1080,diefrodriguezcha,3,0.0,simple,0.1,0.0
1081,facuellarg,3,0.0,simple,0.724,0.0
1082,federgolo,3,0.0,simple,0.027,0.0
1083,garayf,3,0.0,simple,0.002,0.0
1084,jaleonro,3,0.0,simple,0.002,0.0
1085,jssanchezo,3,0.0,simple,0.01,0.0
1086,nviverosb,3,0.0,simple,0.198,0.0
