,username,hack id,repo name,time,climate dataset,extra dataset used,extra dataset list,google api,location,using JS,mashup,readme,good readme,chart,if use library,library list,error_raw,error_normal,tech_point_raw,tech_point_normal,tech_per,tech_detail,user_requirement,user_requirement_normal,user_requirement_per,user_detail,infovis,infoVis_normal,infoVis_per,infovis_detail,combined_infovis_raw,combined_infovis_norm,combined_infovis_per,novelty,novelty_normal,novelty_per,novelty_detail,total_raw,total_norm,total_norm_per,phase
328,SionHu,honors0,IH-Project-2017-SionHu_webapp_phase4,Fri Nov 17 12:12:48 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,0.0%,4
329,jmamaril25,honors0,IH-Project-2017-jmamaril25_webapp_phase4,Fri Nov 17 12:12:48 2017,1,8,"Zillow Home Value Searching API, Required Weather API, New York neighborhood, New York State Career Centers, Air Quality, New York museum, New York Safety, New York City Farmers Markets, ",1,1,1,0,1,1,1,1,"jquery,materialize,d3,",0.0038461538461538,99.6153846153846,9,90,70.37%,"1,1,1,1,0,1,1,1,1,",1,20,18.52%,"1.0,0.0,0.0,0.0,0.0,",4,22.22222222222222,81.48%,"2.0,0.0,2.0,0.0,0.0,0.0,",5,21.73913043478261,81.48%,27,6.0,96.3%,"3.0,0.0,0.0,;3.0,1.0,1.0,;1.0,1.0,1.0,;3.0,0.0,0.0,;2.0,0.0,0.0,;1.0,1.0,2.0,;3.0,1.0,1.0,;2.0,0.0,0.0,;",41,239.09364548494983,88.89%,4
330,lennwgs,honors0,IH-Project-2017-lennwgs_webapp_phase4,Fri Nov 17 12:12:48 2017,0,0,[],1,1,1,1,0,0,1,1,"bootstrap,",0.0208333333333333,97.91666666666666,7,70,29.63%,"0,1,1,1,1,0,0,1,1,",1,20,18.52%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,25.93%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,25.93%,0,0.0,0.0%,,10,194.00362318840575,29.63%,4
331,viswapurdue,honors0,IH-Project-2017-viswapurdue_webapp_phase4,Fri Nov 17 12:12:48 2017,1,1,"Required Weather API, ",1,1,1,1,1,1,1,1,"d3,jquery,bootstrap,",0.0529595015576324,94.70404984423676,10,100,77.78%,"1,1,1,1,1,1,1,1,1,",1,20,18.52%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,25.93%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,25.93%,3,0.6666666666666667,29.63%,"3.0,0.0,0.0,;",16,221.45767303264253,59.26%,4
332,CampbellC2,honors0,IH-Project-2017-CampbellC2_webapp_phase4,Fri Nov 17 12:12:48 2017,0,0,[],0,0,1,0,0,0,1,0,,0.079646017699115,92.03539823008848,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",1,20,18.52%,"1.0,0.0,0.0,0.0,0.0,",1,5.555555555555555,18.52%,"1.0,0.0,0.0,0.0,0.0,0.0,",2,8.695652173913043,18.52%,0,0.0,0.0%,,5,139.42670257791457,18.52%,4
333,noah-curran,honors0,IH-Project-2017-noah-curran_webapp_phase4,Fri Nov 17 12:12:48 2017,1,2,"Required Weather API, New York neighborhood, ",1,1,1,0,0,0,1,1,"font-awesome,animate,",0.0123456790123456,98.76543209876544,7,70,37.04%,"1,1,1,1,0,0,0,1,1,",1,20,18.52%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,25.93%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,25.93%,6,1.3333333333333337,62.96%,"3.0,0.0,0.0,;1.0,1.0,1.0,;",16,196.18572195383788,33.33%,4
334,laurenjank,honors0,IH-Project-2017-laurenjank_webapp_phase4,Fri Nov 17 12:12:48 2017,0,0,[],1,1,1,1,0,0,1,1,"jquery,",0.0397350993377483,96.02649006622516,7,70,22.22%,"0,1,1,1,1,0,0,1,1,",1,20,18.52%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,25.93%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,25.93%,0,0.0,0.0%,,10,192.1134465879643,22.22%,4
335,bzin22,honors0,IH-Project-2017-bzin22_webapp_phase4,Fri Nov 17 12:12:48 2017,1,3,"Required Weather API, Zillow Home Value Searching API, New York City Farmers Markets, ",1,1,1,1,1,1,1,1,"jquery,materialize,animate,",0.0346666666666666,96.53333333333332,10,100,85.19%,"1,1,1,1,1,1,1,1,1,",1,20,18.52%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,25.93%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,25.93%,10,2.2222222222222223,85.19%,"3.0,0.0,0.0,;3.0,0.0,0.0,;2.0,1.0,1.0,;",23,224.84251207729469,66.67%,4
336,AkaGar,honors0,IH-Project-2017-AkaGar_webapp_phase4,Fri Nov 17 12:12:48 2017,0,3,"Neighborhood Tabulation Areas, Housing New York Units by Building, Local Area Unemployment Statistics (LAUS) Seasonally Adjusted Data: Beginning 1976, ",1,1,1,0,1,1,1,1,"three,react,bootstrap,jquery,d3,",0.0444444444444444,95.55555555555556,8,80,40.74%,"0,1,1,1,0,1,1,1,1,",1,20,18.52%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,25.93%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,25.93%,3,0.6666666666666667,29.63%,"0.0,0.0,0.0,;1.0,0.0,0.0,;2.0,0.0,0.0,;",14,202.30917874396133,37.04%,4
337,matson3,honors0,IH-Project-2017-matson3_webapp_phase4,Fri Nov 17 12:12:48 2017,1,1,"Required Weather API, ",1,1,1,0,1,1,1,1,"vue,d3,jquery,bootstrap,",0.0003641660597232,99.96358339402768,9,90,74.07%,"1,1,1,1,0,1,1,1,1,",1,20,18.52%,"1.0,0.0,0.0,0.0,0.0,",1,5.555555555555555,18.52%,"1.0,0.0,0.0,0.0,0.0,0.0,",2,8.695652173913043,18.52%,3,0.6666666666666667,29.63%,"3.0,0.0,0.0,;",14,208.02155440852044,48.15%,4
338,ecottle,honors0,IH-Project-2017-ecottle_webapp_phase4,Fri Nov 17 12:12:48 2017,1,1,"Required Weather API, ",1,1,1,0,1,1,1,1,"jquery,",0.1140350877192982,88.59649122807018,9,90,48.15%,"1,1,1,1,0,1,1,1,1,",1,20,18.52%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,25.93%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,25.93%,3,0.6666666666666667,29.63%,"3.0,0.0,0.0,;",15,205.350114416476,44.44%,4
339,littlex2015,honors0,IH-Project-2017-littlex2015_webapp_phase4,Fri Nov 17 12:12:48 2017,1,2,"Zillow Home Value Searching API, Required Weather API, ",1,1,1,1,1,1,1,1,"jquery,d3,",0.0041189931350114,99.58810068649886,10,100,96.3%,"1,1,1,1,1,1,1,1,1,",1,20,18.52%,"1.0,0.0,0.0,0.0,0.0,",3,16.666666666666664,74.07%,"2.0,0.0,1.0,0.0,0.0,0.0,",4,17.391304347826086,74.07%,6,1.3333333333333337,62.96%,"3.0,0.0,0.0,;3.0,0.0,0.0,;",20,235.7040427154844,85.19%,4
340,shivans,honors0,IH-Project-2017-shivans_webapp_phase4,Fri Nov 17 12:12:48 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,0.0%,4
341,nbraunec,honors0,IH-Project-2017-nbraunec_webapp_phase4,Fri Nov 17 12:12:48 2017,1,5,"New York museum, Alternative Fuel Stations in New York, Zillow Home Value Searching API, Required Weather API, New York neighborhood, ",1,1,1,1,0,0,1,1,"jquery,d3,",0.001926782273603,99.8073217726397,8,80,51.85%,"1,1,1,1,1,0,0,1,1,",1,20,18.52%,"1.0,0.0,0.0,0.0,0.0,",5,27.77777777777778,88.89%,"2.0,0.0,2.0,0.0,1.0,0.0,",6,26.08695652173913,85.19%,12,2.666666666666667,88.89%,"1.0,1.0,1.0,;0.0,0.0,0.0,;3.0,0.0,0.0,;3.0,0.0,0.0,;1.0,1.0,1.0,;",26,234.6479014827846,81.48%,4
342,sanjitsama,honors0,IH-Project-2017-sanjitsama_webapp_phase4,Fri Nov 17 12:12:48 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,0.0%,4
343,Ilyumzhinov,honors0,IH-Project-2017-Ilyumzhinov_webapp_phase4,Fri Nov 17 12:12:48 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,0.0%,4
344,hihms,honors0,IH-Project-2017-hihms_webapp_phase4,Fri Nov 17 12:12:48 2017,0,1,"Required Weather API, ",0,1,1,0,1,1,1,1,"bootstrap,jquery,d3,",0.0129870129870129,98.7012987012987,7,70,33.33%,"0,0,1,1,0,1,1,1,1,",1,20,18.52%,"1.0,0.0,0.0,0.0,0.0,",5,27.77777777777778,88.89%,"2.0,0.0,2.0,1.0,0.0,0.0,",6,26.08695652173913,85.19%,6,1.3333333333333337,62.96%,"3.0,2.0,1.0,;",19,222.2085450781103,62.96%,4
345,snugghash,honors0,IH-Project-2017-snugghash_webapp_phase4,Fri Nov 17 12:12:48 2017,0,1,"Open.ny.gov API Catalog, ",1,1,1,0,1,1,1,1,"react,jquery,materialize,d3,",0.0194174757281553,98.05825242718448,8,80,44.44%,"0,1,1,1,0,1,1,1,1,",1,20,18.52%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,25.93%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,25.93%,3,0.6666666666666667,29.63%,"3.0,0.0,0.0,;",14,204.81187561559025,40.74%,4
346,zhao744,honors0,IH-Project-2017-zhao744_webapp_phase4,Fri Nov 17 12:12:48 2017,1,1,"Required Weather API, ",1,1,1,1,1,1,1,1,"bootstrap,jquery,d3,",0.0151515151515151,98.48484848484848,10,100,88.89%,"1,1,1,1,1,1,1,1,1,",1,20,18.52%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,25.93%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,25.93%,3,0.6666666666666667,29.63%,"3.0,0.0,0.0,;",16,225.23847167325428,70.37%,4
347,aclipfel,honors0,IH-Project-2017-aclipfel_webapp_phase4,Fri Nov 17 12:12:48 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,0.0%,4
348,ko68,honors0,IH-Project-2017-ko68_webapp_phase4,Fri Nov 17 12:12:48 2017,1,4,"Housing New York Units by Building, Total Housing Units By Occupancy Status And Tenure By Borough, New York City Leading Causes of Death, Required Weather API, ",1,1,1,1,1,1,1,1,"d3,jquery,bootstrap,",0.0056577086280056,99.43422913719944,10,100,92.59%,"1,1,1,1,1,1,1,1,1,",1,20,18.52%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,25.93%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,25.93%,7,1.5555555555555556,74.07%,"1.0,0.0,0.0,;2.0,0.0,0.0,;1.0,0.0,0.0,;3.0,0.0,0.0,;",20,227.0767412144941,74.07%,4
349,GeoffYart,honors0,IH-Project-2017-GeoffYart_webapp_phase4,Fri Nov 17 12:12:48 2017,1,8,"Required Weather API, School Safety Report, New York State Career Centers, Air Quality, New York neighborhood, New York City Museums, New York Safety, New York City Farmers Markets, ",1,1,1,1,1,1,1,1,"jquery,bootstrap,",0.0448717948717948,95.51282051282053,10,100,81.48%,"1,1,1,1,1,1,1,1,1,",1,20,18.52%,"1.0,0.0,0.0,0.0,0.0,",3,16.666666666666664,74.07%,"1.0,0.0,2.0,0.0,0.0,0.0,",4,17.391304347826086,74.07%,16,3.555555555555556,92.59%,"3.0,0.0,0.0,;1.0,0.0,0.0,;3.0,0.0,0.0,;2.0,0.0,0.0,;1.0,0.0,0.0,;1.0,0.0,0.0,;3.0,0.0,0.0,;2.0,0.0,0.0,;",30,233.85098476402823,77.78%,4
350,gshowal,honors0,IH-Project-2017-gshowal_webapp_phase4,Fri Nov 17 12:12:48 2017,1,1,"Required Weather API, ",1,1,1,0,1,1,1,1,"jquery,bootstrap,",0.0174757281553398,98.252427184466,9,90,62.96%,"1,1,1,1,0,1,1,1,1,",1,20,18.52%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,25.93%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,25.93%,3,0.6666666666666667,29.63%,"3.0,0.0,0.0,;",15,215.00605037287175,55.56%,4
351,Nigogu,unal0,IH-Project-2017-Nigogu_webapp_phase4,Fri Nov 17 12:12:48 2017,0,4,"Fire Department Directory for New York State, New York City Art Galleries, New York City Museums, Bank-Owned ATM Locations in New York State, ",1,1,1,1,1,1,1,1,"jquery,bootstrap,",0.0063559322033898,99.36440677966102,9,90,92.59%,"0,1,1,1,1,1,1,1,1,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",3,16.666666666666664,85.19%,"1.0,0.0,1.0,1.0,0.0,0.0,",4,17.391304347826086,85.19%,11,2.4444444444444446,92.59%,"1.0,0.0,0.0,;1.0,1.0,2.0,;1.0,1.0,2.0,;2.0,0.0,0.0,;",24,226.59145991975765,92.59%,4
352,Daryhez,unal0,IH-Project-2017-Daryhez_webapp_phase4,Fri Nov 17 12:12:48 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,4
353,daapinzonch,unal0,IH-Project-2017-daapinzonch_webapp_phase4,Fri Nov 17 12:12:48 2017,0,4,"New York City Museums, NYCHA Development Data Book, Housing New York Units by Building, NYC City Hall Library Catalog, ",1,0,1,0,0,0,1,1,"d3,jquery,bootstrap,",0.0,100.0,5,50,66.67%,"0,1,0,1,0,0,0,1,1,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",1,5.555555555555555,62.96%,"0.0,0.0,1.0,0.0,0.0,0.0,",2,8.695652173913043,62.96%,6,1.3333333333333337,81.48%,"1.0,0.0,0.0,;3.0,0.0,0.0,;1.0,0.0,0.0,;1.0,0.0,0.0,;",13,168.72463768115944,70.37%,4
354,fewilchesc,unal0,IH-Project-2017-fewilchesc_webapp_phase4,Fri Nov 17 12:12:48 2017,0,0,[],0,0,0,0,0,0,0,0,,0.0,100.0,1,10,0.0%,"0,0,0,0,0,0,0,0,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,1,110.0,0.0%,4
355,JorgeTorresC,unal0,IH-Project-2017-JorgeTorresC_webapp_phase4,Fri Nov 17 12:12:48 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,4
356,anythinglord,unal0,IH-Project-2017-anythinglord_webapp_phase4,Fri Nov 17 12:12:48 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,4
357,criscapunal,unal0,IH-Project-2017-criscapunal_webapp_phase4,Fri Nov 17 12:12:48 2017,0,0,[],1,1,1,0,0,0,1,1,"d3,jquery,bootstrap,",0.0128205128205128,98.71794871794872,6,60,77.78%,"0,1,1,1,0,0,0,1,1,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",1,4.3478260869565215,51.85%,0,0.0,0.0%,,7,167.41360089186176,66.67%,4
358,dieguischa,unal0,IH-Project-2017-dieguischa_webapp_phase4,Fri Nov 17 12:12:48 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,4
359,Orloffyeah,unal0,IH-Project-2017-Orloffyeah_webapp_phase4,Fri Nov 17 12:12:48 2017,0,1,"Housing New York Units by Building, ",1,1,1,1,1,1,1,1,"bootstrap,jquery,d3,",0.0021073107472848,99.78926892527151,9,90,96.3%,"0,1,1,1,1,1,1,1,1,",4,80,96.3%,"1.0,1.0,1.0,1.0,0.0,",4,22.22222222222222,92.59%,"0.0,1.0,1.0,1.0,1.0,0.0,",8,34.78260869565217,96.3%,3,0.6666666666666667,74.07%,"1.0,1.0,1.0,;",20,260.02115298324253,96.3%,4
360,SergioLopez40,unal0,IH-Project-2017-SergioLopez40_webapp_phase4,Fri Nov 17 12:12:48 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,4
361,DiegoAraque1207,unal0,IH-Project-2017-DiegoAraque1207_webapp_phase4,Fri Nov 17 12:12:48 2017,0,1,"Housing New York Units by Building, ",0,1,1,0,0,0,1,1,"jquery,bootstrap,",0.0116279069767441,98.83720930232558,5,50,62.96%,"0,0,1,1,0,0,0,1,1,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",1,5.555555555555555,62.96%,"1.0,0.0,0.0,0.0,0.0,0.0,",2,8.695652173913043,62.96%,3,0.6666666666666667,74.07%,"1.0,1.0,1.0,;",10,166.8951803168183,62.96%,4
362,olimita,unal0,IH-Project-2017-olimita_webapp_phase4,Fri Nov 17 12:12:48 2017,0,3,"New York City Museums, New York Safety, Housing New York Units by Building, ",1,1,1,1,1,1,1,1,"jquery,bootstrap,",0.0192307692307692,98.07692307692308,9,90,88.89%,"0,1,1,1,1,1,1,1,1,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,77.78%,"0.0,0.0,1.0,0.0,1.0,0.0,",3,13.043478260869565,77.78%,10,2.2222222222222223,88.89%,"1.0,1.0,1.0,;3.0,0.0,1.0,;1.0,1.0,1.0,;",22,216.3861018208844,88.89%,4
363,yaochoal,unal0,IH-Project-2017-yaochoal_webapp_phase4,Fri Nov 17 12:12:48 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,4
364,Gavnic,unal0,IH-Project-2017-Gavnic_webapp_phase4,Fri Nov 17 12:12:48 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,4
365,Joacampora,unal0,IH-Project-2017-Joacampora_webapp_phase4,Fri Nov 17 12:12:48 2017,0,4,"New York City Art Galleries, New York City Locations Providing Seasonal Flu Vaccinations, New York City Museums, NYCHA Development Data Book, ",0,1,1,0,0,0,1,1,"d3,jquery,bootstrap,",0.0178571428571428,98.21428571428572,5,50,55.56%,"0,0,1,1,0,0,0,1,1,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",4,22.22222222222222,92.59%,"1.0,0.0,1.0,1.0,1.0,0.0,",5,21.73913043478261,92.59%,15,3.333333333333333,96.3%,"1.0,1.0,2.0,;1.0,1.0,2.0,;1.0,1.0,2.0,;3.0,0.0,0.0,;",25,195.02587991718428,85.19%,4
366,Ozai98,unal0,IH-Project-2017-Ozai98_webapp_phase4,Fri Nov 17 12:12:48 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,4
367,nviverosb,unal0,IH-Project-2017-nviverosb_webapp_phase4,Fri Nov 17 12:12:48 2017,1,2,"Zillow Home Value Searching API, Required Weather API, ",1,1,1,0,0,0,1,1,"jquery,bootstrap,",0.0128534704370179,98.7146529562982,7,70,85.19%,"1,1,1,1,0,0,0,1,1,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",1,5.555555555555555,62.96%,"1.0,0.0,0.0,0.0,0.0,0.0,",2,8.695652173913043,62.96%,6,1.3333333333333337,81.48%,"3.0,0.0,0.0,;3.0,0.0,0.0,;",15,187.43929063745765,77.78%,4
368,Sariilan,unal0,IH-Project-2017-Sariilan_webapp_phase4,Fri Nov 17 12:12:48 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,4
369,Alekzu,unal0,IH-Project-2017-Alekzu_webapp_phase4,Fri Nov 17 12:12:48 2017,0,0,[],1,1,1,0,0,0,1,0,,0.027027027027027,97.2972972972973,5,50,51.85%,"0,1,1,1,0,0,0,1,0,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",1,5.555555555555555,62.96%,"1.0,0.0,0.0,0.0,0.0,0.0,",2,8.695652173913043,62.96%,0,0.0,0.0%,,7,164.68860164512338,59.26%,4
370,vvargasd,unal0,IH-Project-2017-vvargasd_webapp_phase4,Fri Nov 17 12:12:48 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,4
371,biherrerap,unal0,IH-Project-2017-biherrerap_webapp_phase4,Fri Nov 17 12:12:48 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,4
372,bfprietoc,unal0,IH-Project-2017-bfprietoc_webapp_phase4,Fri Nov 17 12:12:48 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,4
373,LauraMolina,unal0,IH-Project-2017-LauraMolina_webapp_phase4,Fri Nov 17 12:12:48 2017,0,1,"Fire Department Directory for New York State, ",0,1,1,0,0,0,1,1,"font-awesome,jquery,bootstrap,",0.0155642023346303,98.44357976653696,5,50,59.26%,"0,0,1,1,0,0,0,1,1,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",3,16.666666666666664,85.19%,"2.0,0.0,1.0,0.0,0.0,0.0,",4,17.391304347826086,85.19%,1,0.2222222222222222,70.37%,"1.0,0.0,0.0,;",10,183.44841068441136,74.07%,4
374,Acreed21,unal0,IH-Project-2017-Acreed21_webapp_phase4,Fri Nov 17 12:12:48 2017,0,0,[],1,1,1,1,0,0,1,1,"jquery,bootstrap,",0.0256410256410256,97.43589743589745,7,70,81.48%,"0,1,1,1,1,0,0,1,1,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,77.78%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,77.78%,0,0.0,0.0%,,10,193.52285395763656,81.48%,4
375,Camiioo,unal0,IH-Project-2017-Camiioo_webapp_phase4,Fri Nov 17 12:12:48 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,4
376,frnkbs,unal0,IH-Project-2017-frnkbs_webapp_phase4,Fri Nov 17 12:12:48 2017,0,0,[],0,0,1,0,1,1,1,1,"d3,bootstrap,",0.05,95.0,6,60,70.37%,"0,0,0,1,0,1,1,1,1,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",1,4.3478260869565215,51.85%,0,0.0,0.0%,,7,163.69565217391303,51.85%,4
377,Jfcastroh,unal0,IH-Project-2017-Jfcastroh_webapp_phase4,Fri Nov 17 12:12:48 2017,0,0,[],1,1,1,0,0,0,1,1,"animate,jquery,bootstrap,",0.040983606557377,95.90163934426228,6,60,74.07%,"0,1,1,1,0,0,0,1,1,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",1,4.3478260869565215,51.85%,0,0.0,0.0%,,7,164.59729151817533,55.56%,4
