,Unnamed: 0,user1,user2,user1_phase,user2_phase,similarity,temp,stage,dist_search,type,Unnamed: 0.1,username1,username2,link1,link2,ssim,features2d,link1_change,link2_change,ssim_exp,group,Unnamed: 0.1.1,ssim_exp_scale
231,98359,shivans,shivans,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
232,98666,nbraunec,nbraunec,3.0,4.0,0.7941176470588235,1.0,3,0.2058823529411765,data,,,,,,,,,,,,,
233,98972,sanjitsama,sanjitsama,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
234,99277,Ilyumzhinov,Ilyumzhinov,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
235,99581,hihms,hihms,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
236,99884,snugghash,snugghash,3.0,4.0,0.0,1.0,3,1.0,data,,,,,,,,,,,,,
237,100186,zhao744,zhao744,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
238,100487,aclipfel,aclipfel,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
239,100787,ko68,ko68,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
240,101086,GeoffYart,GeoffYart,3.0,4.0,0.0,1.0,3,1.0,data,,,,,,,,,,,,,
241,101384,gshowal,gshowal,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
242,101681,Nigogu,Nigogu,3.0,4.0,0.3658536585365853,1.0,3,0.6341463414634146,data,,,,,,,,,,,,,
243,101977,Daryhez,Daryhez,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
244,102272,daapinzonch,daapinzonch,3.0,4.0,0.7096774193548387,1.0,3,0.2903225806451612,data,,,,,,,,,,,,,
245,102566,fewilchesc,fewilchesc,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
246,102859,JorgeTorresC,JorgeTorresC,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
247,103151,anythinglord,anythinglord,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
248,103442,criscapunal,criscapunal,3.0,4.0,0.0,1.0,3,1.0,data,,,,,,,,,,,,,
249,103732,dieguischa,dieguischa,3.0,4.0,0.0,1.0,3,1.0,data,,,,,,,,,,,,,
250,104021,Orloffyeah,Orloffyeah,3.0,4.0,0.0,1.0,3,1.0,data,,,,,,,,,,,,,
251,104309,SergioLopez40,SergioLopez40,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
252,104596,DiegoAraque1207,DiegoAraque1207,3.0,4.0,0.0,1.0,3,1.0,data,,,,,,,,,,,,,
253,104882,olimita,olimita,3.0,4.0,0.8928571428571429,1.0,3,0.1071428571428571,data,,,,,,,,,,,,,
254,105167,yaochoal,yaochoal,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
255,105451,Gavnic,Gavnic,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
256,105734,Joacampora,Joacampora,3.0,4.0,0.8857142857142857,1.0,3,0.1142857142857143,data,,,,,,,,,,,,,
257,106016,Ozai98,Ozai98,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
258,106297,nviverosb,nviverosb,3.0,4.0,0.0,1.0,3,1.0,data,,,,,,,,,,,,,
259,106577,Sariilan,Sariilan,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
260,106856,Alekzu,Alekzu,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
261,107134,vvargasd,vvargasd,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
262,107411,biherrerap,biherrerap,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
263,107687,bfprietoc,bfprietoc,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
264,107962,LauraMolina,LauraMolina,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
265,108236,Acreed21,Acreed21,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
266,108509,Camiioo,Camiioo,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
267,108781,frnkbs,frnkbs,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
268,109052,Jfcastroh,Jfcastroh,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
269,109322,evilcucaracha,evilcucaracha,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
270,109591,JulianM96,JulianM96,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
271,109859,Saariasba,Saariasba,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
272,110126,tres-iqus,tres-iqus,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
273,110392,cglaitong,cglaitong,3.0,4.0,0.9285714285714286,1.0,3,0.0714285714285714,data,,,,,,,,,,,,,
274,110657,DaniCastel,DaniCastel,3.0,4.0,0.0,1.0,3,1.0,data,,,,,,,,,,,,,
275,110921,BrandonAvilanR,BrandonAvilanR,3.0,4.0,0.0,1.0,3,1.0,data,,,,,,,,,,,,,
276,111184,alejosaur,alejosaur,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
277,111446,jaasuarezvi,jaasuarezvi,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
278,111707,jdsolanos,jdsolanos,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
279,111967,DavidsMartinez,DavidsMartinez,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
280,112226,Biopeligro,Biopeligro,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
281,112484,garayf,garayf,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
282,112741,jaleonro,jaleonro,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
283,112997,facuellarg,facuellarg,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
284,113252,Caadiazsi,Caadiazsi,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
285,113506,sebcamacho1703,sebcamacho1703,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
286,113759,xFortich,xFortich,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
287,114011,Gusgal03,Gusgal03,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
288,114262,Juankmilo97,Juankmilo97,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
289,114512,alebautis,alebautis,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
290,114761,sarguellesr,sarguellesr,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
291,115009,davideperdomo,davideperdomo,3.0,4.0,0.8372093023255814,1.0,3,0.1627906976744185,data,,,,,,,,,,,,,
292,115256,JamerMejiaGarcia,JamerMejiaGarcia,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
293,115502,nikolasto,nikolasto,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
294,115747,gahormigag,gahormigag,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
295,115991,ayperezc,ayperezc,3.0,4.0,0.5483870967741935,1.0,3,0.4516129032258065,data,,,,,,,,,,,,,
296,116234,anferoar96,anferoar96,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
297,116476,StevenEsmar,StevenEsmar,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
298,116717,dcastanedar,dcastanedar,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
299,116957,trickyjuggler,trickyjuggler,3.0,4.0,0.84375,1.0,3,0.15625,data,,,,,,,,,,,,,
300,117196,DaveValencia,DaveValencia,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
301,117434,csalfonsol,csalfonsol,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
302,117671,tres-xxx,tres-xxx,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
303,117907,buendiagon,buendiagon,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
304,118142,DSFarfanF,DSFarfanF,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
305,118376,jssanchezo,jssanchezo,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
306,118609,bsdiaza,bsdiaza,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
307,118841,casc3798,casc3798,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
308,119072,jsalcinar,jsalcinar,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
309,119302,Anvido,Anvido,3.0,4.0,0.9210526315789472,1.0,3,0.0789473684210526,data,,,,,,,,,,,,,
310,119531,Jufcardenasmo,Jufcardenasmo,3.0,4.0,0.0,1.0,3,1.0,data,,,,,,,,,,,,,
311,119759,federgolo,federgolo,3.0,4.0,0.7647058823529411,1.0,3,0.2352941176470588,data,,,,,,,,,,,,,
312,119986,serbatero,serbatero,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
313,120212,GabrielUnal,GabrielUnal,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
314,120437,diefrodriguezcha,diefrodriguezcha,3.0,4.0,0.0,1.0,3,1.0,data,,,,,,,,,,,,,
315,120661,adcorredorm,adcorredorm,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
316,120884,jdgaitanf,jdgaitanf,3.0,4.0,0.0,1.0,3,1.0,data,,,,,,,,,,,,,
317,121106,pahigueraf,pahigueraf,3.0,4.0,0.8055555555555556,1.0,3,0.1944444444444444,data,,,,,,,,,,,,,
318,121327,RafaelCruz15,RafaelCruz15,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
319,121547,gimg1859,gimg1859,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
320,121766,jannMorenoJ,jannMorenoJ,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
321,121984,dahrojasca,dahrojasca,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
322,122201,FredyRosero,FredyRosero,3.0,4.0,1.0,1.0,3,0.0,data,,,,,,,,,,,,,
323,122417,mdecloedt,mdecloedt,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
324,122632,Jordan-Loeser,Jordan-Loeser,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
325,122846,LukasMMarinovic,LukasMMarinovic,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
326,123059,whipplem123,whipplem123,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
327,123271,SionHu,SionHu,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
328,123482,jmamaril25,jmamaril25,4.0,5.0,0.7441860465116279,1.0,4,0.2558139534883721,data,,,,,,,,,,,,,
329,123692,lennwgs,lennwgs,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
330,123901,viswapurdue,viswapurdue,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
331,124109,CampbellC2,CampbellC2,4.0,5.0,0.0,1.0,4,1.0,data,,,,,,,,,,,,,
332,124316,noah-curran,noah-curran,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
333,124522,laurenjank,laurenjank,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
334,124727,bzin22,bzin22,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
335,124931,AkaGar,AkaGar,4.0,5.0,0.851063829787234,1.0,4,0.1489361702127659,data,,,,,,,,,,,,,
336,125134,matson3,matson3,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
337,125336,ecottle,ecottle,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
338,125537,littlex2015,littlex2015,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
339,125737,shivans,shivans,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
340,125936,nbraunec,nbraunec,4.0,5.0,0.0,1.0,4,1.0,data,,,,,,,,,,,,,
341,126134,sanjitsama,sanjitsama,4.0,5.0,0.0,1.0,4,1.0,data,,,,,,,,,,,,,
342,126331,Ilyumzhinov,Ilyumzhinov,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
343,126527,hihms,hihms,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
344,126722,snugghash,snugghash,4.0,5.0,0.6923076923076923,1.0,4,0.3076923076923077,data,,,,,,,,,,,,,
345,126916,zhao744,zhao744,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
346,127109,aclipfel,aclipfel,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
347,127301,ko68,ko68,4.0,5.0,0.8571428571428571,1.0,4,0.1428571428571429,data,,,,,,,,,,,,,
348,127492,GeoffYart,GeoffYart,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
349,127682,gshowal,gshowal,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
350,127871,Nigogu,Nigogu,4.0,5.0,0.7727272727272727,1.0,4,0.2272727272727273,data,,,,,,,,,,,,,
351,128059,Daryhez,Daryhez,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
352,128246,daapinzonch,daapinzonch,4.0,5.0,0.935483870967742,1.0,4,0.0645161290322581,data,,,,,,,,,,,,,
353,128432,fewilchesc,fewilchesc,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
354,128617,JorgeTorresC,JorgeTorresC,4.0,5.0,0.0,1.0,4,1.0,data,,,,,,,,,,,,,
355,128801,anythinglord,anythinglord,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
356,128984,criscapunal,criscapunal,4.0,5.0,0.0,1.0,4,1.0,data,,,,,,,,,,,,,
357,129166,dieguischa,dieguischa,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
358,129347,Orloffyeah,Orloffyeah,4.0,5.0,0.2666666666666666,1.0,4,0.7333333333333334,data,,,,,,,,,,,,,
359,129527,SergioLopez40,SergioLopez40,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
360,129706,DiegoAraque1207,DiegoAraque1207,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
361,129884,olimita,olimita,4.0,5.0,0.8,1.0,4,0.1999999999999999,data,,,,,,,,,,,,,
362,130061,yaochoal,yaochoal,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
363,130237,Gavnic,Gavnic,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
364,130412,Joacampora,Joacampora,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
365,130586,Ozai98,Ozai98,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
366,130759,nviverosb,nviverosb,4.0,5.0,0.0,1.0,4,1.0,data,,,,,,,,,,,,,
367,130931,Sariilan,Sariilan,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
368,131102,Alekzu,Alekzu,4.0,5.0,0.0,1.0,4,1.0,data,,,,,,,,,,,,,
369,131272,vvargasd,vvargasd,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
370,131441,biherrerap,biherrerap,4.0,5.0,0.0,1.0,4,1.0,data,,,,,,,,,,,,,
371,131609,bfprietoc,bfprietoc,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
372,131776,LauraMolina,LauraMolina,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
373,131942,Acreed21,Acreed21,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
374,132107,Camiioo,Camiioo,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
375,132271,frnkbs,frnkbs,4.0,5.0,0.0,1.0,4,1.0,data,,,,,,,,,,,,,
376,132434,Jfcastroh,Jfcastroh,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
377,132596,evilcucaracha,evilcucaracha,4.0,5.0,0.0,1.0,4,1.0,data,,,,,,,,,,,,,
378,132757,JulianM96,JulianM96,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
379,132917,Saariasba,Saariasba,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
380,133076,tres-iqus,tres-iqus,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
381,133234,cglaitong,cglaitong,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
382,133391,DaniCastel,DaniCastel,4.0,5.0,0.5483870967741935,1.0,4,0.4516129032258065,data,,,,,,,,,,,,,
383,133547,BrandonAvilanR,BrandonAvilanR,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
384,133702,alejosaur,alejosaur,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
385,133856,jaasuarezvi,jaasuarezvi,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
386,134009,jdsolanos,jdsolanos,4.0,5.0,0.0,1.0,4,1.0,data,,,,,,,,,,,,,
387,134161,DavidsMartinez,DavidsMartinez,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
388,134312,Biopeligro,Biopeligro,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
389,134462,garayf,garayf,4.0,5.0,0.7777777777777778,1.0,4,0.2222222222222222,data,,,,,,,,,,,,,
390,134611,jaleonro,jaleonro,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
391,134759,facuellarg,facuellarg,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
392,134906,Caadiazsi,Caadiazsi,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
393,135052,sebcamacho1703,sebcamacho1703,4.0,5.0,0.5384615384615384,1.0,4,0.4615384615384615,data,,,,,,,,,,,,,
394,135197,xFortich,xFortich,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
395,135341,Gusgal03,Gusgal03,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
396,135484,Juankmilo97,Juankmilo97,4.0,5.0,0.0,1.0,4,1.0,data,,,,,,,,,,,,,
397,135626,alebautis,alebautis,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
398,135767,sarguellesr,sarguellesr,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
399,135907,davideperdomo,davideperdomo,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
400,136046,JamerMejiaGarcia,JamerMejiaGarcia,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
401,136184,nikolasto,nikolasto,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
402,136321,gahormigag,gahormigag,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
403,136457,ayperezc,ayperezc,4.0,5.0,0.0,1.0,4,1.0,data,,,,,,,,,,,,,
404,136592,anferoar96,anferoar96,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
405,136726,StevenEsmar,StevenEsmar,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
406,136859,dcastanedar,dcastanedar,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
407,136991,trickyjuggler,trickyjuggler,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
408,137122,DaveValencia,DaveValencia,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
409,137252,csalfonsol,csalfonsol,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
410,137381,tres-xxx,tres-xxx,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
411,137509,buendiagon,buendiagon,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
412,137636,DSFarfanF,DSFarfanF,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
413,137762,jssanchezo,jssanchezo,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
414,137887,bsdiaza,bsdiaza,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
415,138011,casc3798,casc3798,4.0,5.0,0.4047619047619047,1.0,4,0.5952380952380952,data,,,,,,,,,,,,,
416,138134,jsalcinar,jsalcinar,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
417,138256,Anvido,Anvido,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
418,138377,Jufcardenasmo,Jufcardenasmo,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
419,138497,federgolo,federgolo,4.0,5.0,0.825,1.0,4,0.175,data,,,,,,,,,,,,,
420,138616,serbatero,serbatero,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
421,138734,GabrielUnal,GabrielUnal,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
422,138851,diefrodriguezcha,diefrodriguezcha,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
423,138967,adcorredorm,adcorredorm,4.0,5.0,0.0,1.0,4,1.0,data,,,,,,,,,,,,,
424,139082,jdgaitanf,jdgaitanf,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
425,139196,pahigueraf,pahigueraf,4.0,5.0,0.9230769230769232,1.0,4,0.0769230769230768,data,,,,,,,,,,,,,
426,139309,RafaelCruz15,RafaelCruz15,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
427,139421,gimg1859,gimg1859,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
428,139532,jannMorenoJ,jannMorenoJ,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
429,139642,dahrojasca,dahrojasca,4.0,5.0,1.0,1.0,4,0.0,data,,,,,,,,,,,,,
430,139751,FredyRosero,FredyRosero,4.0,5.0,0.0,1.0,4,1.0,data,,,,,,,,,,,,,
431,11,,,,,,,1,0.635,complete,182.0,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/AkaGar/webapp_phase1/index.html,http://www.ironhacks.com/preview/AkaGar/webapp_phase2/index.html,36.5,39.2,AkaGar,AkaGar,63.5,3.0,,
432,12,,,,,,,1,0.529,complete,213.0,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/CampbellC2/webapp_phase1/index.html,http://www.ironhacks.com/preview/CampbellC2/webapp_phase2/index.html,47.1,100.0,CampbellC2,CampbellC2,52.9,3.0,,
433,13,,,,,,,1,0.762,complete,244.0,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/GeoffYart/webapp_phase1/index.html,http://www.ironhacks.com/preview/GeoffYart/webapp_phase2/index.html,23.8,90.3,GeoffYart,GeoffYart,76.2,3.0,,
434,14,,,,,,,1,0.5,complete,275.0,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Ilyumzhinov/webapp_phase1/index.html,http://www.ironhacks.com/preview/Ilyumzhinov/webapp_phase2/index.html,50.0,100.0,Ilyumzhinov,Ilyumzhinov,50.0,3.0,,
435,15,,,,,,,1,0.043,complete,306.0,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Jordan-Loeser/webapp_phase1/index.html,http://www.ironhacks.com/preview/Jordan-Loeser/webapp_phase2/index.html,95.7,95.4,Jordan-Loeser,Jordan-Loeser,4.299999999999997,3.0,,
436,16,,,,,,,1,0.316,complete,337.0,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/LukasMMarinovic/webapp_phase1/index.html,http://www.ironhacks.com/preview/LukasMMarinovic/webapp_phase2/index.html,68.4,39.6,LukasMMarinovic,LukasMMarinovic,31.599999999999994,3.0,,
437,17,,,,,,,1,0.821,complete,368.0,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/RCODI/webapp_phase1/index.html,http://www.ironhacks.com/preview/RCODI/webapp_phase2/index.html,17.9,22.7,RCODI,RCODI,82.1,3.0,,
438,18,,,,,,,1,0.462,complete,399.0,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/SionHu/webapp_phase1/index.html,http://www.ironhacks.com/preview/SionHu/webapp_phase2/index.html,53.8,100.0,SionHu,SionHu,46.2,3.0,,
439,19,,,,,,,1,0.01,complete,430.0,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/aclipfel/webapp_phase1/index.html,http://www.ironhacks.com/preview/aclipfel/webapp_phase2/index.html,100.0,100.0,aclipfel,aclipfel,0.0,3.0,,
440,20,,,,,,,1,0.908,complete,461.0,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/bzin22/webapp_phase1/index.html,http://www.ironhacks.com/preview/bzin22/webapp_phase2/index.html,9.2,76.5,bzin22,bzin22,90.8,3.0,,
441,21,,,,,,,1,0.528,complete,492.0,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/ecottle/webapp_phase1/index.html,http://www.ironhacks.com/preview/ecottle/webapp_phase2/index.html,47.2,100.0,ecottle,ecottle,52.8,3.0,,
442,22,,,,,,,1,0.796,complete,523.0,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/gshowal/webapp_phase1/index.html,http://www.ironhacks.com/preview/gshowal/webapp_phase2/index.html,20.4,89.0,gshowal,gshowal,79.6,3.0,,
443,23,,,,,,,1,0.014,complete,554.0,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/hihms/webapp_phase1/index.html,http://www.ironhacks.com/preview/hihms/webapp_phase2/index.html,98.6,100.0,hihms,hihms,1.4000000000000057,3.0,,
444,24,,,,,,,1,0.403,complete,585.0,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/jmamaril25/webapp_phase1/index.html,http://www.ironhacks.com/preview/jmamaril25/webapp_phase2/index.html,59.7,100.0,jmamaril25,jmamaril25,40.3,3.0,,
445,25,,,,,,,1,0.01,complete,616.0,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/jmhunter4711/webapp_phase1/index.html,http://www.ironhacks.com/preview/jmhunter4711/webapp_phase2/index.html,100.0,100.0,jmhunter4711,jmhunter4711,0.0,3.0,,
446,26,,,,,,,1,0.002,complete,647.0,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/ko68/webapp_phase1/index.html,http://www.ironhacks.com/preview/ko68/webapp_phase2/index.html,99.8,100.0,ko68,ko68,0.2000000000000028,3.0,,
447,27,,,,,,,1,0.01,complete,678.0,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/laurarotger/webapp_phase1/index.html,http://www.ironhacks.com/preview/laurarotger/webapp_phase2/index.html,100.0,100.0,laurarotger,laurarotger,0.0,3.0,,
