,username,dist_search,stage,type
1569,lennwgs,0.0,3,data
1570,viswapurdue,0.0,3,data
1571,CampbellC2,0.0,3,data
1572,noah-curran,0.0,3,data
1573,laurenjank,0.0,3,data
1574,bzin22,0.0,3,data
1575,AkaGar,0.0,3,data
1576,matson3,0.0,3,data
1577,ecottle,0.0,3,data
1578,littlex2015,0.0,3,data
1579,shivans,0.0,3,data
1580,nbraunec,0.0,3,data
1581,sanjitsama,0.0,3,data
1582,Ilyumzhinov,0.0,3,data
1583,hihms,0.0,3,data
1584,snugghash,0.0,3,data
1585,zhao744,0.0,3,data
1586,aclipfel,0.0,3,data
1587,ko68,0.0,3,data
1588,GeoffYart,0.0,3,data
1589,gshowal,0.0,3,data
1590,Nigogu,0.0,3,data
1591,Daryhez,0.0,3,data
1592,daapinzonch,0.0,3,data
1593,fewilchesc,0.0,3,data
1594,JorgeTorresC,0.0,3,data
1595,anythinglord,0.0,3,data
1596,criscapunal,0.0,3,data
1597,dieguischa,0.0,3,data
1598,Orloffyeah,0.0,3,data
1599,SergioLopez40,0.0,3,data
1600,DiegoAraque1207,0.0,3,data
1601,olimita,0.0,3,data
1602,yaochoal,0.0,3,data
1603,Gavnic,0.0,3,data
1604,Joacampora,0.0,3,data
1605,Ozai98,0.0,3,data
1606,nviverosb,0.0,3,data
1607,Sariilan,0.0,3,data
1608,Alekzu,0.0,3,data
1609,vvargasd,0.0,3,data
1610,biherrerap,0.0,3,data
1611,bfprietoc,0.0,3,data
1612,LauraMolina,0.0,3,data
1613,Acreed21,0.0,3,data
1614,Camiioo,0.0,3,data
1615,frnkbs,0.0,3,data
1616,Jfcastroh,0.0,3,data
1617,evilcucaracha,0.0,3,data
1618,JulianM96,0.0,3,data
1619,Saariasba,0.0,3,data
1620,tres-iqus,0.0,3,data
1621,cglaitong,0.0,3,data
1622,DaniCastel,0.0,3,data
1623,BrandonAvilanR,0.0,3,data
1624,alejosaur,0.0,3,data
1625,jaasuarezvi,0.0,3,data
1626,jdsolanos,0.0,3,data
1627,DavidsMartinez,0.0,3,data
1628,Biopeligro,0.0,3,data
1629,garayf,0.0,3,data
1630,jaleonro,0.0,3,data
1631,facuellarg,0.0,3,data
1632,Caadiazsi,0.0,3,data
1633,sebcamacho1703,0.0,3,data
1634,xFortich,0.0,3,data
1635,Gusgal03,0.0,3,data
1636,Juankmilo97,0.0,3,data
1637,alebautis,0.0,3,data
1638,sarguellesr,0.0,3,data
1639,davideperdomo,0.0,3,data
1640,JamerMejiaGarcia,0.0,3,data
1641,nikolasto,0.0,3,data
1642,gahormigag,0.0,3,data
1643,ayperezc,0.0,3,data
1644,anferoar96,0.0,3,data
1645,StevenEsmar,0.0,3,data
1646,dcastanedar,0.0,3,data
1647,trickyjuggler,0.0,3,data
1648,DaveValencia,0.0,3,data
1649,csalfonsol,0.0,3,data
1650,tres-xxx,0.0,3,data
1651,buendiagon,0.0,3,data
1652,DSFarfanF,0.0,3,data
1653,jssanchezo,0.0,3,data
1654,bsdiaza,0.0,3,data
1655,casc3798,0.0,3,data
1656,jsalcinar,0.0,3,data
1657,Anvido,0.0,3,data
1658,Jufcardenasmo,0.0,3,data
1659,federgolo,0.0,3,data
1660,serbatero,0.0,3,data
1661,GabrielUnal,0.0,3,data
1662,diefrodriguezcha,0.0,3,data
1663,adcorredorm,0.0,3,data
1664,jdgaitanf,0.0,3,data
1665,pahigueraf,0.0,3,data
1666,RafaelCruz15,0.0,3,data
1667,gimg1859,0.0,3,data
1668,jannMorenoJ,0.0,3,data
1669,dahrojasca,0.0,3,data
1670,FredyRosero,0.0,3,data
1671,mdecloedt,0.0,4,data
1672,Jordan-Loeser,0.0,4,data
1673,LukasMMarinovic,0.0,4,data
1674,whipplem123,0.0,4,data
1675,SionHu,0.0,4,data
1676,jmamaril25,0.0,4,data
1677,lennwgs,0.0,4,data
1678,viswapurdue,0.0,4,data
1679,CampbellC2,0.0,4,data
1680,noah-curran,0.0,4,data
1681,laurenjank,0.0,4,data
1682,bzin22,0.0,4,data
1683,AkaGar,0.0,4,data
1684,matson3,0.0,4,data
1685,ecottle,0.0,4,data
1686,littlex2015,0.0,4,data
1687,shivans,0.0,4,data
1688,nbraunec,0.0,4,data
1689,sanjitsama,0.0,4,data
1690,Ilyumzhinov,0.0,4,data
1691,hihms,0.0,4,data
1692,snugghash,0.0,4,data
1693,zhao744,0.0,4,data
1694,aclipfel,0.0,4,data
1695,ko68,0.0,4,data
1696,GeoffYart,0.0,4,data
1697,gshowal,0.0,4,data
1698,Nigogu,0.0,4,data
1699,Daryhez,0.0,4,data
1700,daapinzonch,0.0,4,data
1701,fewilchesc,0.0,4,data
1702,JorgeTorresC,0.0,4,data
1703,anythinglord,0.0,4,data
1704,criscapunal,0.0,4,data
1705,dieguischa,0.0,4,data
1706,Orloffyeah,0.0,4,data
1707,SergioLopez40,0.0,4,data
1708,DiegoAraque1207,0.0,4,data
1709,olimita,0.0,4,data
1710,yaochoal,0.0,4,data
1711,Gavnic,0.0,4,data
1712,Joacampora,0.0,4,data
1713,Ozai98,0.0,4,data
1714,nviverosb,0.0,4,data
1715,Sariilan,0.0,4,data
1716,Alekzu,0.0,4,data
1717,vvargasd,0.0,4,data
1718,biherrerap,0.0,4,data
1719,bfprietoc,0.0,4,data
1720,LauraMolina,0.0,4,data
1721,Acreed21,0.0,4,data
1722,Camiioo,0.0,4,data
1723,frnkbs,0.0,4,data
1724,Jfcastroh,0.0,4,data
1725,evilcucaracha,0.0,4,data
1726,JulianM96,0.0,4,data
1727,Saariasba,0.0,4,data
1728,tres-iqus,0.0,4,data
1729,cglaitong,0.0,4,data
1730,DaniCastel,0.0,4,data
1731,BrandonAvilanR,0.0,4,data
1732,alejosaur,0.0,4,data
1733,jaasuarezvi,0.0,4,data
1734,jdsolanos,0.0,4,data
1735,DavidsMartinez,0.0,4,data
1736,Biopeligro,0.0,4,data
1737,garayf,0.0,4,data
1738,jaleonro,0.0,4,data
1739,facuellarg,0.0,4,data
1740,Caadiazsi,0.0,4,data
1741,sebcamacho1703,0.0,4,data
1742,xFortich,0.0,4,data
1743,Gusgal03,0.0,4,data
1744,Juankmilo97,0.0,4,data
1745,alebautis,0.0,4,data
1746,sarguellesr,0.0,4,data
1747,davideperdomo,0.0,4,data
1748,JamerMejiaGarcia,0.0,4,data
1749,nikolasto,0.0,4,data
1750,gahormigag,0.0,4,data
1751,ayperezc,0.0,4,data
1752,anferoar96,0.0,4,data
1753,StevenEsmar,0.0,4,data
1754,dcastanedar,0.0,4,data
1755,trickyjuggler,0.0,4,data
1756,DaveValencia,0.0,4,data
1757,csalfonsol,0.0,4,data
1758,tres-xxx,0.0,4,data
1759,buendiagon,0.0,4,data
1760,DSFarfanF,0.0,4,data
1761,jssanchezo,0.0,4,data
1762,bsdiaza,0.0,4,data
1763,casc3798,0.0,4,data
1764,jsalcinar,0.0,4,data
1765,Anvido,0.0,4,data
1766,Jufcardenasmo,0.0,4,data
1767,federgolo,0.0,4,data
1768,serbatero,0.0,4,data
1769,GabrielUnal,0.0,4,data
1770,diefrodriguezcha,0.0,4,data
1771,adcorredorm,0.0,4,data
1772,jdgaitanf,0.0,4,data
1773,pahigueraf,0.0,4,data
1774,RafaelCruz15,0.0,4,data
1775,gimg1859,0.0,4,data
1776,jannMorenoJ,0.0,4,data
1777,dahrojasca,0.0,4,data
1778,FredyRosero,0.0,4,data
1779,jmamaril25,0.0,1,novel
1780,hihms,0.0,1,novel
1781,ko68,0.0,1,novel
1782,Nigogu,0.0,1,novel
1783,alejosaur,0.0,1,novel
1784,pahigueraf,0.0,1,novel
1785,mdecloedt,0.0,2,novel
1786,Jordan-Loeser,0.0,2,novel
1787,jmamaril25,0.0,2,novel
1788,noah-curran,0.0,2,novel
1789,matson3,0.0,2,novel
1790,littlex2015,0.0,2,novel
1791,hihms,0.0,2,novel
1792,zhao744,0.0,2,novel
1793,ko68,0.0,2,novel
1794,Nigogu,0.0,2,novel
1795,olimita,0.0,2,novel
1796,LauraMolina,0.0,2,novel
1797,cglaitong,0.0,2,novel
1798,BrandonAvilanR,0.0,2,novel
1799,alejosaur,0.0,2,novel
1800,garayf,0.0,2,novel
1801,xFortich,0.0,2,novel
1802,davideperdomo,0.0,2,novel
1803,trickyjuggler,0.0,2,novel
1804,jsalcinar,0.0,2,novel
1805,Anvido,0.0,2,novel
1806,federgolo,0.0,2,novel
1807,pahigueraf,0.0,2,novel
1808,mdecloedt,0.0,3,novel
1809,Jordan-Loeser,0.0,3,novel
1810,LukasMMarinovic,0.0,3,novel
1811,jmamaril25,0.0,3,novel
1812,noah-curran,0.0,3,novel
1813,bzin22,0.0,3,novel
1814,AkaGar,0.0,3,novel
1815,matson3,0.0,3,novel
1816,ecottle,0.0,3,novel
1817,littlex2015,0.0,3,novel
1818,nbraunec,0.0,3,novel
1819,hihms,0.0,3,novel
1820,zhao744,0.0,3,novel
1821,ko68,0.0,3,novel
1822,gshowal,0.0,3,novel
1823,Nigogu,0.0,3,novel
1824,daapinzonch,0.0,3,novel
1825,olimita,0.0,3,novel
1826,Joacampora,0.0,3,novel
1827,LauraMolina,0.0,3,novel
1828,evilcucaracha,0.0,3,novel
1829,JulianM96,0.0,3,novel
1830,cglaitong,0.0,3,novel
1831,alejosaur,0.0,3,novel
1832,garayf,0.0,3,novel
1833,sebcamacho1703,0.0,3,novel
1834,xFortich,0.0,3,novel
1835,davideperdomo,0.0,3,novel
1836,ayperezc,0.0,3,novel
1837,anferoar96,0.0,3,novel
1838,trickyjuggler,0.0,3,novel
1839,casc3798,0.0,3,novel
1840,jsalcinar,0.0,3,novel
1841,Anvido,0.0,3,novel
1842,federgolo,0.0,3,novel
1843,pahigueraf,0.0,3,novel
1844,mdecloedt,0.0,4,novel
1845,Jordan-Loeser,0.0,4,novel
1846,LukasMMarinovic,0.0,4,novel
1847,whipplem123,0.0,4,novel
1848,jmamaril25,0.0,4,novel
1849,viswapurdue,0.0,4,novel
1850,noah-curran,0.0,4,novel
1851,bzin22,0.0,4,novel
1852,AkaGar,0.0,4,novel
1853,matson3,0.0,4,novel
1854,ecottle,0.0,4,novel
1855,littlex2015,0.0,4,novel
1856,hihms,0.0,4,novel
1857,snugghash,0.0,4,novel
1858,zhao744,0.0,4,novel
1859,ko68,0.0,4,novel
1860,GeoffYart,0.0,4,novel
1861,gshowal,0.0,4,novel
1862,Nigogu,0.0,4,novel
1863,daapinzonch,0.0,4,novel
1864,Orloffyeah,0.0,4,novel
1865,DiegoAraque1207,0.0,4,novel
1866,olimita,0.0,4,novel
1867,Joacampora,0.0,4,novel
1868,LauraMolina,0.0,4,novel
1869,JulianM96,0.0,4,novel
1870,cglaitong,0.0,4,novel
1871,DaniCastel,0.0,4,novel
1872,alejosaur,0.0,4,novel
1873,garayf,0.0,4,novel
1874,sebcamacho1703,0.0,4,novel
1875,xFortich,0.0,4,novel
1876,davideperdomo,0.0,4,novel
1877,anferoar96,0.0,4,novel
1878,trickyjuggler,0.0,4,novel
1879,casc3798,0.0,4,novel
1880,jsalcinar,0.0,4,novel
1881,Anvido,0.0,4,novel
1882,Jufcardenasmo,0.0,4,novel
1883,federgolo,0.0,4,novel
1884,diefrodriguezcha,0.0,4,novel
1885,pahigueraf,0.0,4,novel
1886,AkaGar,0.0,1,maps
1887,AkaGar,0.0,1,maps
1888,GeoffYart,0.0,1,maps
1889,GeoffYart,0.0,1,maps
1890,bzin22,0.0,1,maps
1891,bzin22,0.0,1,maps
1892,hihms,0.0,1,maps
1893,hihms,0.0,1,maps
1894,jmamaril25,0.0,1,maps
1895,jmamaril25,0.0,1,maps
1896,ko68,0.0,1,maps
1897,ko68,0.0,1,maps
1898,laurenjank,0.0,1,maps
1899,laurenjank,0.0,1,maps
1900,littlex2015,0.0,1,maps
1901,littlex2015,0.0,1,maps
1902,mdecloedt,0.0,1,maps
1903,mdecloedt,0.0,1,maps
1904,nbraunec,0.0,1,maps
1905,nbraunec,0.0,1,maps
1906,viswapurdue,0.0,1,maps
1907,viswapurdue,0.0,1,maps
1908,AkaGar,0.0,1,complete
1909,AkaGar,0.0,1,complete
1910,CampbellC2,0.0,1,complete
1911,CampbellC2,0.0,1,complete
1912,GeoffYart,0.0,1,complete
1913,GeoffYart,0.0,1,complete
1914,Ilyumzhinov,0.0,1,complete
1915,Ilyumzhinov,0.0,1,complete
1916,Jordan-Loeser,0.0,1,complete
1917,Jordan-Loeser,0.0,1,complete
1918,LukasMMarinovic,0.0,1,complete
1919,LukasMMarinovic,0.0,1,complete
1920,RCODI,0.0,1,complete
1921,RCODI,0.0,1,complete
1922,SionHu,0.0,1,complete
1923,SionHu,0.0,1,complete
1924,aclipfel,0.0,1,complete
1925,aclipfel,0.0,1,complete
1926,bzin22,0.0,1,complete
1927,bzin22,0.0,1,complete
1928,ecottle,0.0,1,complete
1929,ecottle,0.0,1,complete
1930,gshowal,0.0,1,complete
1931,gshowal,0.0,1,complete
1932,hihms,0.0,1,complete
1933,hihms,0.0,1,complete
1934,jmamaril25,0.0,1,complete
1935,jmamaril25,0.0,1,complete
1936,jmhunter4711,0.0,1,complete
1937,jmhunter4711,0.0,1,complete
1938,ko68,0.0,1,complete
1939,ko68,0.0,1,complete
1940,laurarotger,0.0,1,complete
1941,laurarotger,0.0,1,complete
1942,laurenjank,0.0,1,complete
1943,laurenjank,0.0,1,complete
1944,lennwgs,0.0,1,complete
1945,lennwgs,0.0,1,complete
1946,littlex2015,0.0,1,complete
1947,littlex2015,0.0,1,complete
1948,matson3,0.0,1,complete
1949,matson3,0.0,1,complete
1950,mdecloedt,0.0,1,complete
1951,mdecloedt,0.0,1,complete
1952,nbraunec,0.0,1,complete
1953,nbraunec,0.0,1,complete
1954,noah-curran,0.0,1,complete
1955,noah-curran,0.0,1,complete
1956,sanjitsama,0.0,1,complete
1957,sanjitsama,0.0,1,complete
1958,shivans,0.0,1,complete
1959,shivans,0.0,1,complete
1960,snugghash,0.0,1,complete
1961,snugghash,0.0,1,complete
1962,viswapurdue,0.0,1,complete
1963,viswapurdue,0.0,1,complete
1964,whipplem123,0.0,1,complete
1965,whipplem123,0.0,1,complete
1966,zhao744,0.0,1,complete
1967,zhao744,0.0,1,complete
1968,AkaGar,0.0,1,simple
1969,AkaGar,0.0,1,simple
1970,CampbellC2,0.0,1,simple
1971,CampbellC2,0.0,1,simple
1972,GeoffYart,0.0,1,simple
1973,GeoffYart,0.0,1,simple
1974,Ilyumzhinov,0.0,1,simple
1975,Ilyumzhinov,0.0,1,simple
1976,Jordan-Loeser,0.0,1,simple
1977,Jordan-Loeser,0.0,1,simple
1978,LukasMMarinovic,0.0,1,simple
1979,LukasMMarinovic,0.0,1,simple
1980,RCODI,0.0,1,simple
1981,RCODI,0.0,1,simple
1982,aclipfel,0.0,1,simple
1983,aclipfel,0.0,1,simple
1984,bzin22,0.0,1,simple
1985,bzin22,0.0,1,simple
1986,ecottle,0.0,1,simple
1987,ecottle,0.0,1,simple
1988,gshowal,0.0,1,simple
1989,gshowal,0.0,1,simple
1990,hihms,0.0,1,simple
1991,hihms,0.0,1,simple
1992,jmamaril25,0.0,1,simple
1993,jmamaril25,0.0,1,simple
1994,jmhunter4711,0.0,1,simple
1995,jmhunter4711,0.0,1,simple
1996,ko68,0.0,1,simple
1997,ko68,0.0,1,simple
1998,laurarotger,0.0,1,simple
1999,laurarotger,0.0,1,simple
2000,laurenjank,0.0,1,simple
2001,laurenjank,0.0,1,simple
2002,lennwgs,0.0,1,simple
2003,lennwgs,0.0,1,simple
2004,littlex2015,0.0,1,simple
2005,littlex2015,0.0,1,simple
2006,matson3,0.0,1,simple
2007,matson3,0.0,1,simple
2008,mdecloedt,0.0,1,simple
2009,mdecloedt,0.0,1,simple
2010,noah-curran,0.0,1,simple
2011,noah-curran,0.0,1,simple
2012,sanjitsama,0.0,1,simple
2013,sanjitsama,0.0,1,simple
2014,shivans,0.0,1,simple
2015,shivans,0.0,1,simple
2016,snugghash,0.0,1,simple
2017,snugghash,0.0,1,simple
2018,viswapurdue,0.0,1,simple
2019,viswapurdue,0.0,1,simple
2020,whipplem123,0.0,1,simple
2021,whipplem123,0.0,1,simple
2022,zhao744,0.0,1,simple
2023,zhao744,0.0,1,simple
2024,AkaGar,0.0,2,maps
2025,AkaGar,0.0,2,maps
2026,bzin22,0.0,2,maps
2027,bzin22,0.0,2,maps
2028,hihms,0.0,2,maps
2029,hihms,0.0,2,maps
2030,jmamaril25,0.0,2,maps
2031,jmamaril25,0.0,2,maps
2032,ko68,0.0,2,maps
2033,ko68,0.0,2,maps
2034,laurenjank,0.0,2,maps
2035,laurenjank,0.0,2,maps
2036,lennwgs,0.0,2,maps
2037,lennwgs,0.0,2,maps
2038,littlex2015,0.0,2,maps
2039,littlex2015,0.0,2,maps
2040,nbraunec,0.0,2,maps
2041,nbraunec,0.0,2,maps
2042,noah-curran,0.0,2,maps
2043,noah-curran,0.0,2,maps
2044,zhao744,0.0,2,maps
2045,zhao744,0.0,2,maps
2046,AkaGar,0.0,2,charts
2047,AkaGar,0.0,2,charts
2048,AkaGar,0.0,2,complete
2049,AkaGar,0.0,2,complete
2050,CampbellC2,0.0,2,complete
2051,CampbellC2,0.0,2,complete
2052,GeoffYart,0.0,2,complete
2053,GeoffYart,0.0,2,complete
2054,Ilyumzhinov,0.0,2,complete
2055,Ilyumzhinov,0.0,2,complete
2056,Jordan-Loeser,0.0,2,complete
2057,Jordan-Loeser,0.0,2,complete
2058,LukasMMarinovic,0.0,2,complete
2059,LukasMMarinovic,0.0,2,complete
2060,RCODI,0.0,2,complete
2061,RCODI,0.0,2,complete
2062,SionHu,0.0,2,complete
2063,SionHu,0.0,2,complete
2064,aclipfel,0.0,2,complete
2065,aclipfel,0.0,2,complete
2066,bzin22,0.0,2,complete
2067,bzin22,0.0,2,complete
2068,ecottle,0.0,2,complete
2069,ecottle,0.0,2,complete
2070,gshowal,0.0,2,complete
2071,gshowal,0.0,2,complete
2072,hihms,0.0,2,complete
2073,hihms,0.0,2,complete
2074,jmamaril25,0.0,2,complete
2075,jmamaril25,0.0,2,complete
2076,jmhunter4711,0.0,2,complete
2077,jmhunter4711,0.0,2,complete
2078,ko68,0.0,2,complete
2079,ko68,0.0,2,complete
2080,laurarotger,0.0,2,complete
2081,laurarotger,0.0,2,complete
2082,laurenjank,0.0,2,complete
2083,laurenjank,0.0,2,complete
2084,lennwgs,0.0,2,complete
2085,lennwgs,0.0,2,complete
2086,littlex2015,0.0,2,complete
2087,littlex2015,0.0,2,complete
2088,matson3,0.0,2,complete
2089,matson3,0.0,2,complete
2090,mdecloedt,0.0,2,complete
2091,mdecloedt,0.0,2,complete
2092,nbraunec,0.0,2,complete
2093,nbraunec,0.0,2,complete
2094,noah-curran,0.0,2,complete
2095,noah-curran,0.0,2,complete
2096,sanjitsama,0.0,2,complete
2097,sanjitsama,0.0,2,complete
2098,shivans,0.0,2,complete
2099,shivans,0.0,2,complete
2100,snugghash,0.0,2,complete
2101,snugghash,0.0,2,complete
2102,viswapurdue,0.0,2,complete
2103,viswapurdue,0.0,2,complete
2104,whipplem123,0.0,2,complete
2105,whipplem123,0.0,2,complete
2106,zhao744,0.0,2,complete
2107,zhao744,0.0,2,complete
2108,AkaGar,0.0,2,simple
2109,AkaGar,0.0,2,simple
2110,CampbellC2,0.0,2,simple
2111,CampbellC2,0.0,2,simple
2112,GeoffYart,0.0,2,simple
2113,GeoffYart,0.0,2,simple
2114,Ilyumzhinov,0.0,2,simple
2115,Ilyumzhinov,0.0,2,simple
2116,Jordan-Loeser,0.0,2,simple
2117,Jordan-Loeser,0.0,2,simple
2118,LukasMMarinovic,0.0,2,simple
2119,LukasMMarinovic,0.0,2,simple
2120,RCODI,0.0,2,simple
2121,RCODI,0.0,2,simple
2122,SionHu,0.0,2,simple
2123,SionHu,0.0,2,simple
2124,aclipfel,0.0,2,simple
2125,aclipfel,0.0,2,simple
2126,bzin22,0.0,2,simple
2127,bzin22,0.0,2,simple
2128,ecottle,0.0,2,simple
2129,ecottle,0.0,2,simple
2130,gshowal,0.0,2,simple
2131,gshowal,0.0,2,simple
2132,hihms,0.0,2,simple
2133,hihms,0.0,2,simple
2134,jmamaril25,0.0,2,simple
2135,jmamaril25,0.0,2,simple
2136,jmhunter4711,0.0,2,simple
2137,jmhunter4711,0.0,2,simple
2138,ko68,0.0,2,simple
2139,ko68,0.0,2,simple
2140,laurarotger,0.0,2,simple
2141,laurarotger,0.0,2,simple
2142,laurenjank,0.0,2,simple
2143,laurenjank,0.0,2,simple
2144,lennwgs,0.0,2,simple
2145,lennwgs,0.0,2,simple
2146,littlex2015,0.0,2,simple
2147,littlex2015,0.0,2,simple
2148,matson3,0.0,2,simple
2149,matson3,0.0,2,simple
2150,mdecloedt,0.0,2,simple
2151,mdecloedt,0.0,2,simple
2152,nbraunec,0.0,2,simple
2153,nbraunec,0.0,2,simple
2154,noah-curran,0.0,2,simple
2155,noah-curran,0.0,2,simple
2156,sanjitsama,0.0,2,simple
2157,sanjitsama,0.0,2,simple
2158,shivans,0.0,2,simple
2159,shivans,0.0,2,simple
2160,snugghash,0.0,2,simple
2161,snugghash,0.0,2,simple
2162,viswapurdue,0.0,2,simple
2163,viswapurdue,0.0,2,simple
2164,whipplem123,0.0,2,simple
2165,whipplem123,0.0,2,simple
2166,zhao744,0.0,2,simple
2167,zhao744,0.0,2,simple
2168,bzin22,0.0,3,maps
2169,bzin22,0.0,3,maps
2170,ecottle,0.0,3,maps
2171,ecottle,0.0,3,maps
2172,gshowal,0.0,3,maps
2173,gshowal,0.0,3,maps
2174,hihms,0.0,3,maps
2175,hihms,0.0,3,maps
2176,jmamaril25,0.0,3,maps
2177,jmamaril25,0.0,3,maps
2178,ko68,0.0,3,maps
2179,ko68,0.0,3,maps
2180,laurenjank,0.0,3,maps
2181,laurenjank,0.0,3,maps
2182,lennwgs,0.0,3,maps
2183,lennwgs,0.0,3,maps
2184,littlex2015,0.0,3,maps
2185,littlex2015,0.0,3,maps
2186,matson3,0.0,3,maps
2187,matson3,0.0,3,maps
2188,nbraunec,0.0,3,maps
2189,nbraunec,0.0,3,maps
2190,noah-curran,0.0,3,maps
2191,noah-curran,0.0,3,maps
2192,whipplem123,0.0,3,maps
2193,whipplem123,0.0,3,maps
2194,zhao744,0.0,3,maps
2195,zhao744,0.0,3,maps
2196,CampbellC2,0.0,3,complete
2197,CampbellC2,0.0,3,complete
2198,GeoffYart,0.0,3,complete
2199,GeoffYart,0.0,3,complete
2200,Ilyumzhinov,0.0,3,complete
2201,Ilyumzhinov,0.0,3,complete
2202,Jordan-Loeser,0.0,3,complete
2203,Jordan-Loeser,0.0,3,complete
2204,LukasMMarinovic,0.0,3,complete
2205,LukasMMarinovic,0.0,3,complete
2206,RCODI,0.0,3,complete
2207,RCODI,0.0,3,complete
2208,SionHu,0.0,3,complete
2209,SionHu,0.0,3,complete
2210,aclipfel,0.0,3,complete
2211,aclipfel,0.0,3,complete
2212,bzin22,0.0,3,complete
2213,bzin22,0.0,3,complete
2214,ecottle,0.0,3,complete
2215,ecottle,0.0,3,complete
2216,gshowal,0.0,3,complete
2217,gshowal,0.0,3,complete
2218,hihms,0.0,3,complete
2219,hihms,0.0,3,complete
2220,jmamaril25,0.0,3,complete
2221,jmamaril25,0.0,3,complete
2222,jmhunter4711,0.0,3,complete
2223,jmhunter4711,0.0,3,complete
2224,ko68,0.0,3,complete
2225,ko68,0.0,3,complete
2226,laurarotger,0.0,3,complete
2227,laurarotger,0.0,3,complete
2228,laurenjank,0.0,3,complete
2229,laurenjank,0.0,3,complete
2230,lennwgs,0.0,3,complete
2231,lennwgs,0.0,3,complete
2232,littlex2015,0.0,3,complete
2233,littlex2015,0.0,3,complete
2234,matson3,0.0,3,complete
2235,matson3,0.0,3,complete
2236,mdecloedt,0.0,3,complete
2237,mdecloedt,0.0,3,complete
2238,nbraunec,0.0,3,complete
2239,nbraunec,0.0,3,complete
2240,noah-curran,0.0,3,complete
2241,noah-curran,0.0,3,complete
2242,sanjitsama,0.0,3,complete
2243,sanjitsama,0.0,3,complete
2244,shivans,0.0,3,complete
2245,shivans,0.0,3,complete
2246,snugghash,0.0,3,complete
2247,snugghash,0.0,3,complete
2248,viswapurdue,0.0,3,complete
2249,viswapurdue,0.0,3,complete
2250,whipplem123,0.0,3,complete
2251,whipplem123,0.0,3,complete
2252,zhao744,0.0,3,complete
2253,zhao744,0.0,3,complete
2254,CampbellC2,0.0,3,simple
2255,CampbellC2,0.0,3,simple
2256,GeoffYart,0.0,3,simple
2257,GeoffYart,0.0,3,simple
2258,Ilyumzhinov,0.0,3,simple
2259,Ilyumzhinov,0.0,3,simple
2260,LukasMMarinovic,0.0,3,simple
2261,LukasMMarinovic,0.0,3,simple
2262,SionHu,0.0,3,simple
2263,SionHu,0.0,3,simple
2264,aclipfel,0.0,3,simple
2265,aclipfel,0.0,3,simple
2266,bzin22,0.0,3,simple
2267,bzin22,0.0,3,simple
2268,ecottle,0.0,3,simple
2269,ecottle,0.0,3,simple
2270,gshowal,0.0,3,simple
2271,gshowal,0.0,3,simple
2272,hihms,0.0,3,simple
2273,hihms,0.0,3,simple
2274,jmamaril25,0.0,3,simple
2275,jmamaril25,0.0,3,simple
2276,jmhunter4711,0.0,3,simple
2277,jmhunter4711,0.0,3,simple
2278,ko68,0.0,3,simple
2279,ko68,0.0,3,simple
2280,laurarotger,0.0,3,simple
2281,laurarotger,0.0,3,simple
2282,laurenjank,0.0,3,simple
2283,laurenjank,0.0,3,simple
2284,lennwgs,0.0,3,simple
2285,lennwgs,0.0,3,simple
2286,littlex2015,0.0,3,simple
2287,littlex2015,0.0,3,simple
2288,matson3,0.0,3,simple
2289,matson3,0.0,3,simple
2290,mdecloedt,0.0,3,simple
2291,mdecloedt,0.0,3,simple
2292,nbraunec,0.0,3,simple
2293,nbraunec,0.0,3,simple
2294,noah-curran,0.0,3,simple
2295,noah-curran,0.0,3,simple
2296,sanjitsama,0.0,3,simple
2297,sanjitsama,0.0,3,simple
2298,shivans,0.0,3,simple
2299,shivans,0.0,3,simple
2300,snugghash,0.0,3,simple
2301,snugghash,0.0,3,simple
2302,viswapurdue,0.0,3,simple
2303,viswapurdue,0.0,3,simple
2304,whipplem123,0.0,3,simple
2305,whipplem123,0.0,3,simple
2306,zhao744,0.0,3,simple
2307,zhao744,0.0,3,simple
2308,bzin22,0.0,4,maps
2309,bzin22,0.0,4,maps
2310,ecottle,0.0,4,maps
2311,ecottle,0.0,4,maps
2312,hihms,0.0,4,maps
2313,hihms,0.0,4,maps
2314,jmamaril25,0.0,4,maps
2315,jmamaril25,0.0,4,maps
2316,laurenjank,0.0,4,maps
2317,laurenjank,0.0,4,maps
2318,lennwgs,0.0,4,maps
2319,lennwgs,0.0,4,maps
2320,littlex2015,0.0,4,maps
2321,littlex2015,0.0,4,maps
2322,matson3,0.0,4,maps
2323,matson3,0.0,4,maps
2324,noah-curran,0.0,4,maps
2325,noah-curran,0.0,4,maps
2326,viswapurdue,0.0,4,maps
2327,viswapurdue,0.0,4,maps
2328,whipplem123,0.0,4,maps
2329,whipplem123,0.0,4,maps
2330,RCODI,0.0,4,charts
2331,RCODI,0.0,4,charts
2332,CampbellC2,0.0,4,complete
2333,CampbellC2,0.0,4,complete
2334,Ilyumzhinov,0.0,4,complete
2335,Ilyumzhinov,0.0,4,complete
2336,Jordan-Loeser,0.0,4,complete
2337,Jordan-Loeser,0.0,4,complete
2338,LukasMMarinovic,0.0,4,complete
2339,LukasMMarinovic,0.0,4,complete
2340,RCODI,0.0,4,complete
2341,RCODI,0.0,4,complete
2342,SionHu,0.0,4,complete
2343,SionHu,0.0,4,complete
2344,bzin22,0.0,4,complete
2345,bzin22,0.0,4,complete
