,username,dist_search,stage,type
804,ayperezc,0.042,3,simple
805,bfprietoc,0.01,3,simple
806,biherrerap,0.662,3,simple
807,dahrojasca,0.579,3,simple
808,frnkbs,0.724,3,simple
809,gahormigag,0.01,3,simple
810,gimg1859,0.642,3,simple
811,ironhacktech2,0.131,3,simple
812,jannMorenoJ,0.01,3,simple
813,jdgaitanf,0.59,3,simple
814,nikolasto,0.671,3,simple
815,pahigueraf,0.01,3,simple
816,sarguellesr,0.01,3,simple
817,uxjudges1,0.01,3,simple
818,uxjudges,0.01,3,simple
819,vvargasd,0.01,3,simple
820,FredyRosero,0.006,4,maps
821,JamerMejiaGarcia,0.01,4,maps
822,Jfcastroh,0.01,4,maps
823,LauraMolina,0.01,4,maps
824,RafaelCruz15,0.81,4,maps
825,adcorredorm,0.742,4,maps
826,ayperezc,0.01,4,maps
827,biherrerap,0.01,4,maps
828,davideperdomo,0.011,4,maps
829,frnkbs,0.72,4,maps
830,pahigueraf,0.742,4,maps
831,sarguellesr,0.01,4,maps
832,Acreed21,0.664,4,complete
833,Camiioo,0.539,4,complete
834,FredyRosero,0.494,4,complete
835,JamerMejiaGarcia,0.01,4,complete
836,Jfcastroh,0.01,4,complete
837,LauraMolina,0.085,4,complete
838,RafaelCruz15,0.539,4,complete
839,adcorredorm,0.323,4,complete
840,alebautis,0.01,4,complete
841,ayperezc,0.01,4,complete
842,bfprietoc,0.01,4,complete
843,biherrerap,0.119,4,complete
844,dahrojasca,0.875,4,complete
845,davideperdomo,0.242,4,complete
846,frnkbs,0.348,4,complete
847,gahormigag,0.01,4,complete
848,gimg1859,0.672,4,complete
849,ironhacktech2,0.131,4,complete
850,jannMorenoJ,0.01,4,complete
851,jdgaitanf,0.59,4,complete
852,nikolasto,0.01,4,complete
853,pahigueraf,0.304,4,complete
854,sarguellesr,0.01,4,complete
855,uxjudges1,0.01,4,complete
856,uxjudges,0.01,4,complete
857,vvargasd,0.01,4,complete
858,Acreed21,0.585,4,simple
859,Camiioo,0.295,4,simple
860,FredyRosero,0.076,4,simple
861,JamerMejiaGarcia,0.01,4,simple
862,Jfcastroh,0.01,4,simple
863,LauraMolina,0.093,4,simple
864,RafaelCruz15,0.395,4,simple
865,adcorredorm,0.01,4,simple
866,alebautis,0.01,4,simple
867,ayperezc,0.01,4,simple
868,bfprietoc,0.01,4,simple
869,biherrerap,0.399,4,simple
870,dahrojasca,0.875,4,simple
871,davideperdomo,0.113,4,simple
872,frnkbs,0.018,4,simple
873,gahormigag,0.01,4,simple
874,gimg1859,0.672,4,simple
875,ironhacktech2,0.131,4,simple
876,jannMorenoJ,0.01,4,simple
877,jdgaitanf,0.59,4,simple
878,nikolasto,0.01,4,simple
879,pahigueraf,0.034,4,simple
880,sarguellesr,0.01,4,simple
881,uxjudges1,0.01,4,simple
882,uxjudges,0.01,4,simple
883,vvargasd,0.01,4,simple
884,Caadiazsi,0.01,1,maps
885,Joacampora,0.626,1,maps
886,Juankmilo97,0.726,1,maps
887,casc3798,0.827,1,maps
888,diefrodriguezcha,0.01,1,maps
889,federgolo,0.01,1,maps
890,jaleonro,0.756,1,maps
891,jsalcinar,0.738,1,maps
892,nviverosb,0.01,1,maps
893,olimita,0.726,1,maps
894,serbatero,0.798,1,maps
895,yaochoal,0.01,1,maps
896,Alekzu,0.01,1,complete
897,Anvido,0.266,1,complete
898,Biopeligro,0.595,1,complete
899,Caadiazsi,0.01,1,complete
900,DavidsMartinez,0.488,1,complete
901,DiegoAraque1207,0.676,1,complete
902,GabrielUnal,0.01,1,complete
903,Gavnic,0.64,1,complete
904,Gusgal03,0.01,1,complete
905,Joacampora,0.183,1,complete
906,Juankmilo97,0.708,1,complete
907,Jufcardenasmo,0.801,1,complete
908,Ozai98,0.01,1,complete
909,Sariilan,0.01,1,complete
910,bsdiaza,0.01,1,complete
911,casc3798,0.881,1,complete
912,diefrodriguezcha,0.634,1,complete
913,facuellarg,0.725,1,complete
914,federgolo,0.089,1,complete
915,garayf,0.094,1,complete
916,jaleonro,0.163,1,complete
917,jsalcinar,0.184,1,complete
918,jssanchezo,0.01,1,complete
919,nviverosb,0.008,1,complete
920,olimita,0.676,1,complete
921,sebcamacho1703,0.555,1,complete
922,serbatero,0.696,1,complete
923,xFortich,0.374,1,complete
924,yaochoal,0.135,1,complete
925,Alekzu,0.01,1,simple
926,Anvido,0.266,1,simple
927,Biopeligro,0.595,1,simple
928,Caadiazsi,0.01,1,simple
929,DavidsMartinez,0.488,1,simple
930,DiegoAraque1207,0.676,1,simple
931,GabrielUnal,0.01,1,simple
932,Gavnic,0.64,1,simple
933,Gusgal03,0.01,1,simple
934,Joacampora,0.497,1,simple
935,Juankmilo97,0.555,1,simple
936,Jufcardenasmo,0.903,1,simple
937,Ozai98,0.01,1,simple
938,Sariilan,0.01,1,simple
939,bsdiaza,0.01,1,simple
940,casc3798,0.864,1,simple
941,diefrodriguezcha,0.603,1,simple
942,facuellarg,0.725,1,simple
943,federgolo,0.089,1,simple
944,garayf,0.024,1,simple
945,jaleonro,0.016,1,simple
946,jsalcinar,0.158,1,simple
947,jssanchezo,0.01,1,simple
948,olimita,0.117,1,simple
949,sebcamacho1703,0.893,1,simple
950,serbatero,0.345,1,simple
951,xFortich,0.038,1,simple
952,yaochoal,0.032,1,simple
953,Joacampora,0.716,2,maps
954,Juankmilo97,0.01,2,maps
955,casc3798,0.01,2,maps
956,diefrodriguezcha,0.15,2,maps
957,federgolo,0.79,2,maps
958,jaleonro,0.162,2,maps
959,jsalcinar,0.741,2,maps
960,nviverosb,0.01,2,maps
961,olimita,0.01,2,maps
962,serbatero,0.01,2,maps
963,xFortich,0.776,2,maps
964,yaochoal,0.01,2,maps
965,Alekzu,0.731,2,complete
966,Anvido,0.813,2,complete
967,Biopeligro,0.595,2,complete
968,Caadiazsi,0.55,2,complete
969,DavidsMartinez,0.01,2,complete
970,DiegoAraque1207,0.718,2,complete
971,GabrielUnal,0.612,2,complete
972,Gavnic,0.635,2,complete
973,Gusgal03,0.531,2,complete
974,Joacampora,0.251,2,complete
975,Juankmilo97,0.821,2,complete
976,Jufcardenasmo,0.514,2,complete
977,Ozai98,0.809,2,complete
978,Sariilan,0.01,2,complete
979,bsdiaza,0.66,2,complete
980,casc3798,0.041,2,complete
981,diefrodriguezcha,0.145,2,complete
982,facuellarg,0.724,2,complete
983,federgolo,0.715,2,complete
984,garayf,0.01,2,complete
985,jaleonro,0.006,2,complete
986,jsalcinar,0.257,2,complete
987,jssanchezo,0.01,2,complete
988,nviverosb,0.01,2,complete
989,olimita,0.016,2,complete
990,sebcamacho1703,0.886,2,complete
991,serbatero,0.006,2,complete
992,xFortich,0.062,2,complete
993,yaochoal,0.017,2,complete
994,Alekzu,0.731,2,simple
995,Anvido,0.813,2,simple
996,Biopeligro,0.595,2,simple
997,Caadiazsi,0.55,2,simple
998,DavidsMartinez,0.01,2,simple
999,DiegoAraque1207,0.718,2,simple
1000,GabrielUnal,0.612,2,simple
1001,Gavnic,0.635,2,simple
1002,Gusgal03,0.531,2,simple
1003,Joacampora,0.506,2,simple
1004,Juankmilo97,0.352,2,simple
1005,Jufcardenasmo,0.01,2,simple
1006,Ozai98,0.809,2,simple
1007,Sariilan,0.01,2,simple
1008,bsdiaza,0.66,2,simple
1009,casc3798,0.01,2,simple
1010,diefrodriguezcha,0.13,2,simple
1011,facuellarg,0.724,2,simple
1012,federgolo,0.678,2,simple
1013,garayf,0.01,2,simple
1014,jaleonro,0.006,2,simple
1015,jsalcinar,0.123,2,simple
1016,jssanchezo,0.01,2,simple
1017,nviverosb,0.01,2,simple
1018,olimita,0.016,2,simple
1019,sebcamacho1703,0.769,2,simple
1020,serbatero,0.006,2,simple
1021,xFortich,0.034,2,simple
1022,yaochoal,0.01,2,simple
1023,DiegoAraque1207,0.01,3,maps
1024,GabrielUnal,0.01,3,maps
1025,Joacampora,0.669,3,maps
1026,Juankmilo97,0.01,3,maps
1027,bsdiaza,0.704,3,maps
1028,casc3798,0.01,3,maps
1029,diefrodriguezcha,0.154,3,maps
1030,federgolo,0.778,3,maps
1031,nviverosb,0.01,3,maps
1032,olimita,0.01,3,maps
1033,serbatero,0.01,3,maps
1034,yaochoal,0.01,3,maps
1035,Alekzu,0.928,3,complete
1036,Anvido,0.001,3,complete
1037,Biopeligro,0.01,3,complete
1038,Caadiazsi,0.01,3,complete
1039,DavidsMartinez,0.01,3,complete
1040,DiegoAraque1207,0.003,3,complete
1041,GabrielUnal,0.01,3,complete
1042,Gavnic,0.655,3,complete
1043,Gusgal03,0.01,3,complete
1044,Joacampora,0.748,3,complete
1045,Juankmilo97,0.009,3,complete
1046,Jufcardenasmo,0.514,3,complete
1047,Ozai98,0.139,3,complete
1048,Sariilan,0.01,3,complete
1049,bsdiaza,0.734,3,complete
1050,casc3798,0.01,3,complete
1051,diefrodriguezcha,0.174,3,complete
1052,facuellarg,0.724,3,complete
1053,federgolo,0.191,3,complete
1054,garayf,0.002,3,complete
1055,jaleonro,0.138,3,complete
1056,jsalcinar,0.093,3,complete
1057,jssanchezo,0.01,3,complete
1058,nviverosb,0.003,3,complete
1059,olimita,0.044,3,complete
1060,sebcamacho1703,0.401,3,complete
1061,serbatero,0.01,3,complete
1062,xFortich,0.329,3,complete
1063,yaochoal,0.003,3,complete
1064,Alekzu,0.128,3,simple
1065,Anvido,0.001,3,simple
1066,Biopeligro,0.01,3,simple
1067,Caadiazsi,0.01,3,simple
1068,DavidsMartinez,0.01,3,simple
1069,DiegoAraque1207,0.003,3,simple
1070,GabrielUnal,0.01,3,simple
1071,Gavnic,0.644,3,simple
1072,Gusgal03,0.01,3,simple
1073,Joacampora,0.061,3,simple
1074,Juankmilo97,0.009,3,simple
1075,Jufcardenasmo,0.01,3,simple
1076,Ozai98,0.139,3,simple
1077,Sariilan,0.01,3,simple
1078,bsdiaza,0.673,3,simple
1079,casc3798,0.01,3,simple
1080,diefrodriguezcha,0.1,3,simple
1081,facuellarg,0.724,3,simple
1082,federgolo,0.027,3,simple
1083,garayf,0.002,3,simple
1084,jaleonro,0.002,3,simple
1085,jssanchezo,0.01,3,simple
1086,nviverosb,0.198,3,simple
1087,olimita,0.044,3,simple
1088,sebcamacho1703,0.366,3,simple
1089,serbatero,0.01,3,simple
1090,xFortich,0.013,3,simple
1091,yaochoal,0.01,3,simple
1092,Alekzu,0.002,4,maps
1093,DiegoAraque1207,0.715,4,maps
1094,GabrielUnal,0.766,4,maps
1095,Joacampora,0.669,4,maps
1096,Juankmilo97,0.736,4,maps
1097,Jufcardenasmo,0.478,4,maps
1098,bsdiaza,0.124,4,maps
1099,casc3798,0.749,4,maps
1100,federgolo,0.01,4,maps
1101,nviverosb,0.01,4,maps
1102,olimita,0.01,4,maps
1103,serbatero,0.123,4,maps
1104,yaochoal,0.01,4,maps
1105,yaochoal,0.01,4,charts
1106,Alekzu,0.712,4,complete
1107,Anvido,0.01,4,complete
1108,Biopeligro,0.903,4,complete
1109,Caadiazsi,0.01,4,complete
1110,DavidsMartinez,0.01,4,complete
1111,DiegoAraque1207,0.127,4,complete
1112,GabrielUnal,0.549,4,complete
1113,Gavnic,0.684,4,complete
1114,Gusgal03,0.01,4,complete
1115,Joacampora,0.063,4,complete
1116,Juankmilo97,0.156,4,complete
1117,Jufcardenasmo,0.759,4,complete
1118,Ozai98,0.01,4,complete
1119,Sariilan,0.01,4,complete
1120,bsdiaza,0.146,4,complete
1121,casc3798,0.524,4,complete
1122,diefrodriguezcha,0.735,4,complete
1123,facuellarg,0.01,4,complete
1124,federgolo,0.085,4,complete
1125,garayf,0.01,4,complete
1126,jaleonro,0.152,4,complete
1127,jsalcinar,0.138,4,complete
1128,jssanchezo,0.01,4,complete
1129,nviverosb,0.009,4,complete
1130,olimita,0.017,4,complete
1131,sebcamacho1703,0.191,4,complete
1132,serbatero,0.585,4,complete
1133,xFortich,0.001,4,complete
1134,yaochoal,0.007,4,complete
1135,Alekzu,0.048,4,simple
1136,Anvido,0.01,4,simple
1137,Biopeligro,0.513,4,simple
1138,Caadiazsi,0.01,4,simple
1139,DavidsMartinez,0.01,4,simple
1140,DiegoAraque1207,0.018,4,simple
1141,GabrielUnal,0.099,4,simple
1142,Gavnic,0.668,4,simple
1143,Gusgal03,0.01,4,simple
1144,Joacampora,0.042,4,simple
1145,Juankmilo97,0.055,4,simple
1146,Jufcardenasmo,0.898,4,simple
1147,Ozai98,0.01,4,simple
1148,Sariilan,0.01,4,simple
1149,bsdiaza,0.043,4,simple
1150,casc3798,0.289,4,simple
1151,diefrodriguezcha,0.603,4,simple
1152,facuellarg,0.01,4,simple
1153,federgolo,0.085,4,simple
1154,garayf,0.01,4,simple
1155,jaleonro,0.004,4,simple
1156,jssanchezo,0.01,4,simple
1157,nviverosb,0.154,4,simple
1158,olimita,0.017,4,simple
1159,sebcamacho1703,0.079,4,simple
1160,serbatero,0.459,4,simple
1161,xFortich,0.001,4,simple
1162,yaochoal,0.004,4,simple
1163,BrandonAvilanR,0.899,1,maps
1164,DaniCastel,0.935,1,maps
1165,Orloffyeah,0.629,1,maps
1166,alejosaur,0.319,1,maps
1167,anythinglord,0.718,1,maps
1168,cglaitong,0.604,1,maps
1169,criscapunal,0.06,1,maps
1170,csalfonsol,0.911,1,maps
1171,BrandonAvilanR,0.607,1,complete
1172,DaniCastel,0.878,1,complete
1173,DaveValencia,0.674,1,complete
1174,Orloffyeah,0.273,1,complete
1175,alejosaur,0.001,1,complete
1176,anythinglord,0.506,1,complete
1177,buendiagon,0.674,1,complete
1178,cglaitong,0.057,1,complete
1179,criscapunal,0.436,1,complete
1180,csalfonsol,0.876,1,complete
1181,dieguischa,0.228,1,complete
1182,jaasuarezvi,0.674,1,complete
1183,tres-xxx,0.674,1,complete
1184,BrandonAvilanR,0.153,1,simple
1185,DaniCastel,0.813,1,simple
1186,DaveValencia,0.674,1,simple
1187,Orloffyeah,0.207,1,simple
1188,alejosaur,0.001,1,simple
1189,anythinglord,0.317,1,simple
1190,buendiagon,0.674,1,simple
1191,cglaitong,0.002,1,simple
1192,criscapunal,0.861,1,simple
1193,csalfonsol,0.87,1,simple
1194,dieguischa,0.228,1,simple
1195,jaasuarezvi,0.674,1,simple
1196,tres-xxx,0.674,1,simple
1197,DaniCastel,0.018,2,maps
1198,Orloffyeah,0.629,2,maps
1199,alejosaur,0.293,2,maps
1200,anythinglord,0.755,2,maps
1201,cglaitong,0.605,2,maps
1202,criscapunal,0.593,2,maps
1203,csalfonsol,0.64,2,maps
1204,alejosaur,0.19,2,charts
1205,BrandonAvilanR,0.608,2,complete
1206,DaniCastel,0.36,2,complete
1207,DaveValencia,0.674,2,complete
1208,Orloffyeah,0.252,2,complete
1209,alejosaur,0.01,2,complete
1210,anythinglord,0.773,2,complete
1211,buendiagon,0.674,2,complete
1212,cglaitong,0.205,2,complete
1213,criscapunal,0.591,2,complete
1214,csalfonsol,0.761,2,complete
1215,dieguischa,0.165,2,complete
1216,jaasuarezvi,0.674,2,complete
1217,tres-xxx,0.674,2,complete
1218,BrandonAvilanR,0.534,2,simple
1219,DaniCastel,0.201,2,simple
1220,DaveValencia,0.674,2,simple
1221,Orloffyeah,0.2,2,simple
1222,alejosaur,0.01,2,simple
1223,anythinglord,0.833,2,simple
1224,buendiagon,0.674,2,simple
1225,cglaitong,0.151,2,simple
1226,criscapunal,0.611,2,simple
1227,csalfonsol,0.673,2,simple
1228,dieguischa,0.165,2,simple
1229,jaasuarezvi,0.674,2,simple
1230,tres-xxx,0.674,2,simple
1231,DaniCastel,0.842,3,maps
1232,JorgeTorresC,0.845,3,maps
1233,Orloffyeah,0.631,3,maps
1234,alejosaur,0.313,3,maps
1235,anythinglord,0.701,3,maps
1236,cglaitong,0.717,3,maps
1237,criscapunal,0.859,3,maps
1238,csalfonsol,0.463,3,maps
1239,daapinzonch,0.647,3,maps
1240,jdsolanos,0.739,3,maps
1241,BrandonAvilanR,0.053,3,charts
1242,alejosaur,0.286,3,charts
1243,cglaitong,0.035,3,charts
1244,cglaitong,0.035,3,charts
1245,cglaitong,0.035,3,charts
1246,cglaitong,0.035,3,charts
1247,BrandonAvilanR,0.383,3,complete
1248,DSFarfanF,0.674,3,complete
1249,DaniCastel,0.797,3,complete
1250,DaveValencia,0.674,3,complete
1251,JorgeTorresC,0.291,3,complete
1252,Orloffyeah,0.248,3,complete
1253,Saariasba,0.99,3,complete
1254,SergioLopez40,0.712,3,complete
1255,alejosaur,0.01,3,complete
1256,anythinglord,0.392,3,complete
1257,buendiagon,0.674,3,complete
1258,cglaitong,0.211,3,complete
1259,criscapunal,0.417,3,complete
1260,csalfonsol,0.713,3,complete
1261,daapinzonch,0.53,3,complete
1262,dcastanedar,0.355,3,complete
1263,dieguischa,0.646,3,complete
1264,jaasuarezvi,0.674,3,complete
1265,jdsolanos,0.542,3,complete
1266,tres-xxx,0.674,3,complete
1267,trickyjuggler,0.671,3,complete
1268,BrandonAvilanR,0.418,3,simple
1269,DSFarfanF,0.674,3,simple
1270,DaniCastel,0.747,3,simple
1271,DaveValencia,0.674,3,simple
1272,JorgeTorresC,0.283,3,simple
1273,Orloffyeah,0.15,3,simple
1274,Saariasba,0.99,3,simple
1275,SergioLopez40,0.354,3,simple
1276,alejosaur,0.01,3,simple
1277,anythinglord,0.33,3,simple
1278,buendiagon,0.674,3,simple
1279,cglaitong,0.123,3,simple
1280,criscapunal,0.963,3,simple
1281,csalfonsol,0.643,3,simple
1282,daapinzonch,0.383,3,simple
1283,dcastanedar,0.931,3,simple
1284,dieguischa,0.646,3,simple
1285,jaasuarezvi,0.674,3,simple
1286,jdsolanos,0.127,3,simple
1287,tres-xxx,0.674,3,simple
1288,trickyjuggler,0.571,3,simple
1289,BrandonAvilanR,0.002,4,maps
1290,DaniCastel,0.234,4,maps
1291,JorgeTorresC,0.01,4,maps
1292,Orloffyeah,0.674,4,maps
1293,SergioLopez40,0.001,4,maps
1294,alejosaur,0.01,4,maps
1295,anythinglord,0.01,4,maps
1296,cglaitong,0.01,4,maps
1297,csalfonsol,0.098,4,maps
1298,daapinzonch,0.717,4,maps
1299,jdsolanos,0.751,4,maps
1300,BrandonAvilanR,0.01,4,charts
1301,alejosaur,0.01,4,charts
1302,cglaitong,0.01,4,charts
1303,cglaitong,0.01,4,charts
1304,cglaitong,0.01,4,charts
1305,cglaitong,0.01,4,charts
1306,BrandonAvilanR,0.537,4,complete
1307,DSFarfanF,0.01,4,complete
1308,DaniCastel,0.29,4,complete
1309,DaveValencia,0.01,4,complete
1310,JorgeTorresC,0.066,4,complete
1311,Orloffyeah,0.218,4,complete
1312,Saariasba,0.99,4,complete
1313,SergioLopez40,0.001,4,complete
1314,alejosaur,0.01,4,complete
1315,anythinglord,0.278,4,complete
1316,buendiagon,0.01,4,complete
1317,cglaitong,0.01,4,complete
1318,criscapunal,0.347,4,complete
1319,csalfonsol,0.228,4,complete
1320,daapinzonch,0.506,4,complete
1321,dcastanedar,0.818,4,complete
1322,dieguischa,0.01,4,complete
1323,jaasuarezvi,0.01,4,complete
1324,jdsolanos,0.506,4,complete
1325,tres-xxx,0.01,4,complete
1326,trickyjuggler,0.409,4,complete
1327,BrandonAvilanR,0.337,4,simple
1328,DSFarfanF,0.01,4,simple
1329,DaniCastel,0.118,4,simple
1330,DaveValencia,0.01,4,simple
1331,JorgeTorresC,0.066,4,simple
1332,Orloffyeah,0.084,4,simple
1333,Saariasba,0.99,4,simple
1334,SergioLopez40,0.01,4,simple
1335,alejosaur,0.01,4,simple
1336,anythinglord,0.19,4,simple
1337,buendiagon,0.01,4,simple
1338,cglaitong,0.01,4,simple
1339,criscapunal,0.964,4,simple
1340,csalfonsol,0.213,4,simple
1341,daapinzonch,0.132,4,simple
1342,dcastanedar,0.935,4,simple
1343,dieguischa,0.01,4,simple
1344,jaasuarezvi,0.01,4,simple
1345,jdsolanos,0.033,4,simple
1346,tres-xxx,0.01,4,simple
1347,trickyjuggler,0.204,4,simple
1348,mdecloedt,0.0,1,data
1349,Jordan-Loeser,0.0,1,data
1350,LukasMMarinovic,0.0,1,data
1351,whipplem123,0.0,1,data
1352,SionHu,0.0,1,data
1353,jmamaril25,0.0,1,data
1354,lennwgs,0.0,1,data
1355,viswapurdue,0.0,1,data
1356,CampbellC2,0.0,1,data
1357,noah-curran,0.0,1,data
1358,laurenjank,0.0,1,data
1359,bzin22,0.0,1,data
1360,AkaGar,0.0,1,data
1361,matson3,0.0,1,data
1362,ecottle,0.0,1,data
1363,littlex2015,0.0,1,data
1364,shivans,0.0,1,data
1365,nbraunec,0.0,1,data
1366,sanjitsama,0.0,1,data
1367,Ilyumzhinov,0.0,1,data
1368,hihms,0.0,1,data
1369,snugghash,0.0,1,data
1370,zhao744,0.0,1,data
1371,aclipfel,0.0,1,data
1372,ko68,0.0,1,data
1373,GeoffYart,0.0,1,data
1374,jmhunter4711,0.0,1,data
1375,Nigogu,0.0,1,data
1376,Daryhez,0.0,1,data
1377,daapinzonch,0.0,1,data
1378,fewilchesc,0.0,1,data
1379,JorgeTorresC,0.0,1,data
1380,anythinglord,0.0,1,data
1381,criscapunal,0.0,1,data
1382,dieguischa,0.0,1,data
1383,Orloffyeah,0.0,1,data
1384,SergioLopez40,0.0,1,data
1385,DiegoAraque1207,0.0,1,data
1386,olimita,0.0,1,data
1387,yaochoal,0.0,1,data
1388,Gavnic,0.0,1,data
1389,Joacampora,0.0,1,data
1390,Ozai98,0.0,1,data
1391,nviverosb,0.0,1,data
1392,Sariilan,0.0,1,data
1393,Alekzu,0.0,1,data
1394,vvargasd,0.0,1,data
1395,biherrerap,0.0,1,data
1396,bfprietoc,0.0,1,data
1397,LauraMolina,0.0,1,data
1398,Acreed21,0.0,1,data
1399,Camiioo,0.0,1,data
1400,frnkbs,0.0,1,data
1401,Jfcastroh,0.0,1,data
1402,evilcucaracha,0.0,1,data
1403,JulianM96,0.0,1,data
1404,Saariasba,0.0,1,data
1405,tres-iqus,0.0,1,data
1406,cglaitong,0.0,1,data
1407,DaniCastel,0.0,1,data
1408,BrandonAvilanR,0.0,1,data
1409,alejosaur,0.0,1,data
1410,jaasuarezvi,0.0,1,data
1411,jdsolanos,0.0,1,data
1412,DavidsMartinez,0.0,1,data
1413,Biopeligro,0.0,1,data
1414,garayf,0.0,1,data
1415,jaleonro,0.0,1,data
1416,facuellarg,0.0,1,data
1417,Caadiazsi,0.0,1,data
1418,sebcamacho1703,0.0,1,data
1419,xFortich,0.0,1,data
1420,Gusgal03,0.0,1,data
1421,Juankmilo97,0.0,1,data
1422,alebautis,0.0,1,data
1423,sarguellesr,0.0,1,data
1424,davideperdomo,0.0,1,data
1425,JamerMejiaGarcia,0.0,1,data
1426,nikolasto,0.0,1,data
1427,gahormigag,0.0,1,data
1428,ayperezc,0.0,1,data
1429,anferoar96,0.0,1,data
1430,StevenEsmar,0.0,1,data
1431,dcastanedar,0.0,1,data
1432,trickyjuggler,0.0,1,data
1433,DaveValencia,0.0,1,data
1434,csalfonsol,0.0,1,data
1435,tres-xxx,0.0,1,data
1436,buendiagon,0.0,1,data
1437,DSFarfanF,0.0,1,data
1438,jssanchezo,0.0,1,data
1439,bsdiaza,0.0,1,data
1440,casc3798,0.0,1,data
1441,jsalcinar,0.0,1,data
1442,Anvido,0.0,1,data
1443,Jufcardenasmo,0.0,1,data
1444,federgolo,0.0,1,data
1445,serbatero,0.0,1,data
1446,GabrielUnal,0.0,1,data
1447,diefrodriguezcha,0.0,1,data
1448,adcorredorm,0.0,1,data
1449,jdgaitanf,0.0,1,data
1450,pahigueraf,0.0,1,data
1451,RafaelCruz15,0.0,1,data
1452,gimg1859,0.0,1,data
1453,jannMorenoJ,0.0,1,data
1454,dahrojasca,0.0,1,data
1455,FredyRosero,0.0,1,data
1456,mdecloedt,0.0,2,data
1457,Jordan-Loeser,0.0,2,data
1458,LukasMMarinovic,0.0,2,data
1459,whipplem123,0.0,2,data
1460,SionHu,0.0,2,data
1461,jmamaril25,0.0,2,data
1462,lennwgs,0.0,2,data
1463,viswapurdue,0.0,2,data
1464,CampbellC2,0.0,2,data
1465,noah-curran,0.0,2,data
1466,laurenjank,0.0,2,data
1467,bzin22,0.0,2,data
1468,AkaGar,0.0,2,data
1469,matson3,0.0,2,data
1470,ecottle,0.0,2,data
1471,littlex2015,0.0,2,data
1472,shivans,0.0,2,data
1473,nbraunec,0.0,2,data
1474,sanjitsama,0.0,2,data
1475,Ilyumzhinov,0.0,2,data
1476,hihms,0.0,2,data
1477,snugghash,0.0,2,data
1478,zhao744,0.0,2,data
1479,aclipfel,0.0,2,data
1480,ko68,0.0,2,data
1481,GeoffYart,0.0,2,data
1482,Nigogu,0.0,2,data
1483,Daryhez,0.0,2,data
1484,daapinzonch,0.0,2,data
1485,fewilchesc,0.0,2,data
1486,JorgeTorresC,0.0,2,data
1487,anythinglord,0.0,2,data
1488,criscapunal,0.0,2,data
1489,dieguischa,0.0,2,data
1490,Orloffyeah,0.0,2,data
1491,SergioLopez40,0.0,2,data
1492,DiegoAraque1207,0.0,2,data
1493,olimita,0.0,2,data
1494,yaochoal,0.0,2,data
1495,Gavnic,0.0,2,data
1496,Joacampora,0.0,2,data
1497,Ozai98,0.0,2,data
1498,nviverosb,0.0,2,data
1499,Sariilan,0.0,2,data
1500,Alekzu,0.0,2,data
1501,vvargasd,0.0,2,data
1502,biherrerap,0.0,2,data
1503,bfprietoc,0.0,2,data
1504,LauraMolina,0.0,2,data
1505,Acreed21,0.0,2,data
1506,Camiioo,0.0,2,data
1507,frnkbs,0.0,2,data
1508,Jfcastroh,0.0,2,data
1509,evilcucaracha,0.0,2,data
1510,JulianM96,0.0,2,data
1511,Saariasba,0.0,2,data
1512,tres-iqus,0.0,2,data
1513,cglaitong,0.0,2,data
1514,DaniCastel,0.0,2,data
1515,BrandonAvilanR,0.0,2,data
1516,alejosaur,0.0,2,data
1517,jaasuarezvi,0.0,2,data
1518,jdsolanos,0.0,2,data
1519,DavidsMartinez,0.0,2,data
1520,Biopeligro,0.0,2,data
1521,garayf,0.0,2,data
1522,jaleonro,0.0,2,data
1523,facuellarg,0.0,2,data
1524,Caadiazsi,0.0,2,data
1525,sebcamacho1703,0.0,2,data
1526,xFortich,0.0,2,data
1527,Gusgal03,0.0,2,data
1528,Juankmilo97,0.0,2,data
1529,alebautis,0.0,2,data
1530,sarguellesr,0.0,2,data
1531,davideperdomo,0.0,2,data
1532,JamerMejiaGarcia,0.0,2,data
1533,nikolasto,0.0,2,data
1534,gahormigag,0.0,2,data
1535,ayperezc,0.0,2,data
1536,anferoar96,0.0,2,data
1537,StevenEsmar,0.0,2,data
1538,dcastanedar,0.0,2,data
1539,trickyjuggler,0.0,2,data
1540,DaveValencia,0.0,2,data
1541,csalfonsol,0.0,2,data
1542,tres-xxx,0.0,2,data
1543,buendiagon,0.0,2,data
1544,DSFarfanF,0.0,2,data
1545,jssanchezo,0.0,2,data
1546,bsdiaza,0.0,2,data
1547,casc3798,0.0,2,data
1548,jsalcinar,0.0,2,data
1549,Anvido,0.0,2,data
1550,Jufcardenasmo,0.0,2,data
1551,federgolo,0.0,2,data
1552,serbatero,0.0,2,data
1553,GabrielUnal,0.0,2,data
1554,diefrodriguezcha,0.0,2,data
1555,adcorredorm,0.0,2,data
1556,jdgaitanf,0.0,2,data
1557,pahigueraf,0.0,2,data
1558,RafaelCruz15,0.0,2,data
1559,gimg1859,0.0,2,data
1560,jannMorenoJ,0.0,2,data
1561,dahrojasca,0.0,2,data
1562,FredyRosero,0.0,2,data
1563,mdecloedt,0.0,3,data
1564,Jordan-Loeser,0.0,3,data
1565,LukasMMarinovic,0.0,3,data
1566,whipplem123,0.0,3,data
1567,SionHu,0.0,3,data
1568,jmamaril25,0.0,3,data
