,user1,user2,user1_phase,user2_phase,similarity,temp,stage,dist_search,type
134759,facuellarg,facuellarg,4,5,1.0,1,4,0.01,data
134906,Caadiazsi,Caadiazsi,4,5,1.0,1,4,0.01,data
135052,sebcamacho1703,sebcamacho1703,4,5,0.5384615384615384,1,4,0.46153846153846156,data
135197,xFortich,xFortich,4,5,1.0,1,4,0.01,data
135341,Gusgal03,Gusgal03,4,5,1.0,1,4,0.01,data
135484,Juankmilo97,Juankmilo97,4,5,0.0,1,4,0.99,data
135626,alebautis,alebautis,4,5,1.0,1,4,0.01,data
135767,sarguellesr,sarguellesr,4,5,1.0,1,4,0.01,data
135907,davideperdomo,davideperdomo,4,5,1.0,1,4,0.01,data
136046,JamerMejiaGarcia,JamerMejiaGarcia,4,5,1.0,1,4,0.01,data
136184,nikolasto,nikolasto,4,5,1.0,1,4,0.01,data
136321,gahormigag,gahormigag,4,5,1.0,1,4,0.01,data
136457,ayperezc,ayperezc,4,5,0.0,1,4,0.99,data
136592,anferoar96,anferoar96,4,5,1.0,1,4,0.01,data
136726,StevenEsmar,StevenEsmar,4,5,1.0,1,4,0.01,data
136859,dcastanedar,dcastanedar,4,5,1.0,1,4,0.01,data
136991,trickyjuggler,trickyjuggler,4,5,1.0,1,4,0.01,data
137122,DaveValencia,DaveValencia,4,5,1.0,1,4,0.01,data
137252,csalfonsol,csalfonsol,4,5,1.0,1,4,0.01,data
137381,tres-xxx,tres-xxx,4,5,1.0,1,4,0.01,data
137509,buendiagon,buendiagon,4,5,1.0,1,4,0.01,data
137636,DSFarfanF,DSFarfanF,4,5,1.0,1,4,0.01,data
137762,jssanchezo,jssanchezo,4,5,1.0,1,4,0.01,data
137887,bsdiaza,bsdiaza,4,5,1.0,1,4,0.01,data
138011,casc3798,casc3798,4,5,0.40476190476190477,1,4,0.5952380952380952,data
138134,jsalcinar,jsalcinar,4,5,1.0,1,4,0.01,data
138256,Anvido,Anvido,4,5,1.0,1,4,0.01,data
138377,Jufcardenasmo,Jufcardenasmo,4,5,1.0,1,4,0.01,data
138497,federgolo,federgolo,4,5,0.825,1,4,0.17500000000000004,data
138616,serbatero,serbatero,4,5,1.0,1,4,0.01,data
138734,GabrielUnal,GabrielUnal,4,5,1.0,1,4,0.01,data
138851,diefrodriguezcha,diefrodriguezcha,4,5,1.0,1,4,0.01,data
138967,adcorredorm,adcorredorm,4,5,0.0,1,4,0.99,data
139082,jdgaitanf,jdgaitanf,4,5,1.0,1,4,0.01,data
139196,pahigueraf,pahigueraf,4,5,0.9230769230769231,1,4,0.07692307692307687,data
139309,RafaelCruz15,RafaelCruz15,4,5,1.0,1,4,0.01,data
139421,gimg1859,gimg1859,4,5,1.0,1,4,0.01,data
139532,jannMorenoJ,jannMorenoJ,4,5,1.0,1,4,0.01,data
139642,dahrojasca,dahrojasca,4,5,1.0,1,4,0.01,data
139751,FredyRosero,FredyRosero,4,5,0.0,1,4,0.99,data
