username,hack id,repo name,time,climate dataset,extra dataset used,extra dataset list,google api,location,using JS,mashup,readme,good readme,chart,if use library,library list,error_raw,error_normal,tech_point_raw,tech_point_normal,tech_per,tech_detail,user_requirement,user_requirement_normal,user_requirement_per,user_detail,infovis,infoVis_normal,infoVis_per,infovis_detail,combined_infovis_raw,combined_infovis_norm,combined_infovis_per,novelty,novelty_normal,novelty_per,novelty_detail,total_raw,total_norm,total_norm_per
jmhunter4711,honors0,IH-Project-2017-jmhunter4711_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,,0,0,1,0,0,0,1,0,,0,100.0,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,0.0,0.0%
Nigogu,unal0,IH-Project-2017-Nigogu_webapp_phase1,Sun Nov  5 20:39:31 2017,1,1,"Required Weather API, ",1,1,1,0,1,1,1,1,"bootstrap,jquery,",0.020689655172413793,97.93103448275862,9,90,96.3%,"1,1,1,1,0,1,1,1,1,",1,20,48.15%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,66.67%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,66.67%,3,0.6666666666666667,96.3%,"3.0,0.0,0.0,;",15,214.6846576711644,96.3%
Daryhez,unal0,IH-Project-2017-Daryhez_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,,1,1,1,0,0,0,1,1,"bootstrap,jquery,",0.9142857142857143,8.571428571428575,6,60,0.0%,"0,1,1,1,0,0,0,1,1,",1,20,48.15%,"1.0,0.0,0.0,0.0,0.0,",1,5.555555555555555,44.44%,"1.0,0.0,0.0,0.0,0.0,0.0,",2,8.695652173913043,55.56%,0,0.0,0.0%,,8,85.96273291925465,3.7%
daapinzonch,unal0,IH-Project-2017-daapinzonch_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,,1,0,1,0,1,1,1,1,"bootstrap,",0.05454545454545454,94.54545454545455,7,70,77.78%,"0,1,0,1,0,1,1,1,1,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,7,164.54545454545456,70.37%
fewilchesc,unal0,IH-Project-2017-fewilchesc_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,,0,0,0,0,0,0,0,0,,0.0,100.0,1,10,3.7%,"0,0,0,0,0,0,0,0,0,",0,0,0.0%,,0,0.0,0.0%,,0,0,0.0%,0,0.0,0.0%,,0,0,0.0%
JorgeTorresC,unal0,IH-Project-2017-JorgeTorresC_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,,0,0,1,0,0,0,1,1,"bootstrap,",0.023809523809523808,97.61904761904762,4,40,59.26%,"0,0,0,1,0,0,0,1,1,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,4,137.61904761904762,33.33%
anythinglord,unal0,IH-Project-2017-anythinglord_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,,0,1,1,0,0,0,1,0,,0.072,92.80000000000001,4,40,44.44%,"0,0,1,1,0,0,0,1,0,",1,20,48.15%,"1.0,0.0,0.0,0.0,0.0,",1,5.555555555555555,44.44%,"1.0,0.0,0.0,0.0,0.0,0.0,",2,8.695652173913043,55.56%,0,0.0,0.0%,,6,150.1913043478261,48.15%
criscapunal,unal0,IH-Project-2017-criscapunal_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,,1,1,1,0,1,1,1,1,"react,bootstrap,",0.01639344262295082,98.36065573770492,8,80,88.89%,"0,1,1,1,0,1,1,1,1,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",1,5.555555555555555,44.44%,"1.0,0.0,0.0,0.0,0.0,0.0,",1,4.3478260869565215,33.33%,0,0.0,0.0%,,9,187.05630791161795,81.48%
dieguischa,unal0,IH-Project-2017-dieguischa_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,7.41%,"0,0,0,1,0,0,0,1,0,",1,20,48.15%,"1.0,0.0,0.0,0.0,0.0,",3,16.666666666666664,88.89%,"1.0,0.0,1.0,1.0,0.0,0.0,",4,17.391304347826086,92.59%,0,0.0,0.0%,,7,161.44927536231884,66.67%
Orloffyeah,unal0,IH-Project-2017-Orloffyeah_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,,1,1,1,0,1,1,1,1,"bootstrap,jquery,",0.0,100.0,8,80,92.59%,"0,1,1,1,0,1,1,1,1,",1,20,48.15%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,66.67%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,66.67%,0,0.0,0.0%,,11,206.08695652173913,92.59%
SergioLopez40,unal0,IH-Project-2017-SergioLopez40_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,7.41%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,7.41%
DiegoAraque1207,unal0,IH-Project-2017-DiegoAraque1207_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,,0,0,1,0,0,0,1,1,"bootstrap,",0.02247191011235955,97.75280898876404,4,40,62.96%,"0,0,0,1,0,0,0,1,1,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",1,5.555555555555555,44.44%,"1.0,0.0,0.0,0.0,0.0,0.0,",1,4.3478260869565215,33.33%,0,0.0,0.0%,,5,146.4484611626771,44.44%
olimita,unal0,IH-Project-2017-olimita_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,,1,1,1,1,0,0,1,1,"bootstrap,jquery,",0.028985507246376812,97.10144927536231,7,70,81.48%,"0,1,1,1,1,0,0,1,1,",1,20,48.15%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,66.67%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,66.67%,0,0.0,0.0%,,10,193.18840579710144,85.19%
yaochoal,unal0,IH-Project-2017-yaochoal_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,,1,1,1,0,1,1,1,1,"bootstrap,jquery,",0.043478260869565216,95.65217391304348,8,80,85.19%,"0,1,1,1,0,1,1,1,1,",1,20,48.15%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,66.67%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,66.67%,0,0.0,0.0%,,11,201.73913043478262,88.89%
Gavnic,unal0,IH-Project-2017-Gavnic_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,7.41%,"0,0,0,1,0,0,0,1,0,",1,20,48.15%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,66.67%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,66.67%,0,0.0,0.0%,,6,152.7536231884058,51.85%
Joacampora,unal0,IH-Project-2017-Joacampora_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,,0,1,1,0,0,0,1,1,"bootstrap,d3,jquery,",0.039473684210526314,96.05263157894737,5,50,66.67%,"0,0,1,1,0,0,0,1,1,",1,20,48.15%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,66.67%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,66.67%,0,0.0,0.0%,,8,172.1395881006865,74.07%
Ozai98,unal0,IH-Project-2017-Ozai98_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,,0,0,1,0,0,0,1,1,"bootstrap,jquery,",0.024096385542168676,97.59036144578313,4,40,55.56%,"0,0,0,1,0,0,0,1,1,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",1,5.555555555555555,44.44%,"1.0,0.0,0.0,0.0,0.0,0.0,",1,4.3478260869565215,33.33%,0,0.0,0.0%,,5,146.28601361969615,40.74%
nviverosb,unal0,IH-Project-2017-nviverosb_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,,1,1,1,0,0,0,1,0,,0.020833333333333332,97.91666666666666,5,50,70.37%,"0,1,1,1,0,0,0,1,0,",1,20,48.15%,"1.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",1,4.3478260869565215,33.33%,0,0.0,0.0%,,6,156.6123188405797,62.96%
Sariilan,unal0,IH-Project-2017-Sariilan_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,7.41%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,7.41%
Alekzu,unal0,IH-Project-2017-Alekzu_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,7.41%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,7.41%
vvargasd,unal0,IH-Project-2017-vvargasd_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,7.41%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,7.41%
biherrerap,unal0,IH-Project-2017-biherrerap_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,,0,0,1,0,0,0,1,1,"bootstrap,",0.03867403314917127,96.13259668508287,4,40,48.15%,"0,0,0,1,0,0,0,1,1,",1,20,48.15%,"1.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",1,4.3478260869565215,33.33%,0,0.0,0.0%,,5,144.82824885899592,37.04%
bfprietoc,unal0,IH-Project-2017-bfprietoc_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,7.41%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,7.41%
LauraMolina,unal0,IH-Project-2017-LauraMolina_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,,0,1,1,0,0,0,1,1,"bootstrap,font-awesome,jquery,",0.0,100.0,5,50,74.07%,"0,0,1,1,0,0,0,1,1,",1,20,48.15%,"1.0,0.0,0.0,0.0,0.0,",3,16.666666666666664,88.89%,"1.0,0.0,1.0,0.0,1.0,0.0,",4,17.391304347826086,92.59%,0,0.0,0.0%,,9,184.7826086956522,77.78%
Acreed21,unal0,IH-Project-2017-Acreed21_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,7.41%,"0,0,0,1,0,0,0,1,0,",1,20,48.15%,"1.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",1,4.3478260869565215,33.33%,0,0.0,0.0%,,4,135.36231884057972,29.63%
Camiioo,unal0,IH-Project-2017-Camiioo_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,7.41%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",3,16.666666666666664,88.89%,"2.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,66.67%,0,0.0,0.0%,,6,152.7536231884058,51.85%
frnkbs,unal0,IH-Project-2017-frnkbs_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,,0,0,1,0,0,0,1,1,"bootstrap,",0.030303030303030304,96.96969696969697,4,40,51.85%,"0,0,0,1,0,0,0,1,1,",1,20,48.15%,"1.0,0.0,0.0,0.0,0.0,",1,5.555555555555555,44.44%,"0.0,0.0,1.0,0.0,0.0,0.0,",2,8.695652173913043,55.56%,0,0.0,0.0%,,6,154.36100131752306,59.26%
Jfcastroh,unal0,IH-Project-2017-Jfcastroh_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,,0,0,1,0,0,0,1,0,,0.03333333333333333,96.66666666666667,3,30,7.41%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666667,7.41%
evilcucaracha,unal1,IH-Project-2017-evilcucaracha_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,,0,0,0,0,0,0,0,0,,0.0,100.0,1,10,0.0%,"0,0,0,0,0,0,0,0,0,",1,20,55.56%,"1.0,0.0,0.0,0.0,0.0,",1,5.555555555555555,55.56%,"1.0,0.0,0.0,0.0,0.0,0.0,",2,8.695652173913043,55.56%,0,0.0,0.0%,,3,127.3913043478261,33.33%
JulianM96,unal1,IH-Project-2017-JulianM96_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,,1,0,1,1,0,0,1,1,"bootstrap,",0.11627906976744186,88.37209302325581,6,60,55.56%,"0,1,0,1,1,0,0,1,1,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",3,16.666666666666664,92.59%,"2.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,66.67%,0,0.0,0.0%,,9,174.45904954499494,62.96%
Saariasba,unal1,IH-Project-2017-Saariasba_webapp_phase1,Sun Nov  5 20:39:31 2017,0,0,,0,0,1,0,0,0,1,1,"bootstrap,",0.03225806451612903,96.7741935483871,4,40,40.74%,"0,0,0,1,0,0,0,1,1,",1,20,55.56%,"1.0,0.0,0.0,0.0,0.0,",1,5.555555555555555,55.56%,"1.0,0.0,0.0,0.0,0.0,0.0,",2,8.695652173913043,55.56%,0,0.0,0.0%,,6,154.1654978962132,48.15%
